,Unnamed: 0,image,claim,label,image_hash
291,291,327.png,heart sank,entailment,42b469d4049ab0392d3ef5dd48bae277
292,292,408.png,jungle city,contradiction,d973102ee869c7d9b5fc09b02d783c63
293,293,403.png,jungle city,entailment,98ccb7a30a212c25effeb9b7bd16b216
294,294,697-1.png,They can be fleeting,entailment,9e67922c4f2af5a83a97f0d4261e9999
295,295,165.png,he drives a tank,entailment,c8f5e1555101d99c78861aae11fb05c0
296,296,297.png,heart of gold,entailment,e94c58d9b6b8ce21f5c406d4a618b4b8
297,297,117-3.png,The approaching car's headlights were turned off.,contradiction,139ab747b93cece5a563aad8f1482708
298,298,221.png,he is a fox,entailment,b37620e32166c40e0d30baa01af7f472
299,299,472.png,sea of umbrellas,contradiction,de12093a977991d5f14e4359807ba6fc
300,300,506.png,she is a ray of sunshine,contradiction,1882ee9611152ef2ec3663e2310c1d8e
301,301,386-1.png,The plant grew fast,contradiction,10ae73b2171a862e845f4636c8141b37
302,302,224.png,he is a fox,contradiction,2a57226758b4016beb7cce0713b1ca71
303,303,339-1.png,Navigating fantasy Japan has proven very difficult,entailment,47d6d57c95b4f7203b04cb5701109782
304,304,585-2.png,Hardy was cheerful by the time sixth period photography came around.,contradiction,53a1aa92fcca8822973d0726a8b75d08
305,305,355.png,home was prison,entailment,bc96a241ba566c57f830f4779cae2197
306,306,692-3.png,The space that contained it was small.,contradiction,38ba4514eaf5f67ab3b60239262bb809
307,307,458.png,sea of knowledge,contradiction,e5b8bc3ff5a7f5ff62c62b51ccc9d224
308,308,43.png,a night owl,entailment,c0113cad56fbfaae49d47c7c8be3adf3
309,309,829-1.png,I barely even noticed the rich and complex network of lights inside of her because I was so focused on holding her hand.,entailment,d69ee402f34d61c3ba32d6208fda9075
310,310,103-1.png,The streets are empty around midnight.,entailment,359ac78271799211bd41ac5a3726146c
311,311,1059-2.png,The example was very elaborate prose.,entailment,0db3309f5a9328f41c8d85a024d08377
312,312,428-3.png,The force are known for always attacking their enemy at night.,entailment,4e915b23118f7de86c705a93c325ea52
313,313,326-3.png,The fruits are preserved in eternity.,entailment,98e7f6de76cf131bb52f327d4aff775f
314,314,778-4.png,The building looked like a sleek and modern skyscraper.,contradiction,a54362b878449641d9e038a08b5b3ed2
315,315,297-1.png,Her hair remained still.,contradiction,e9e2cc0cb3326055fdc1a5b507f7bb89
316,316,595.png,their relationship is a house on fire,entailment,fba924030ff868ae5e519583bb080821
317,317,864-2.png,Now you can wake up.,contradiction,2262b32929c49dc0f5f11d6a47c9bb13
318,318,680-1.png,The sun was obscured by the dense fog.,contradiction,a6a13449e8ddb96c3aae9ca9d136a9be
319,319,94-1.png,"My lawyer is a kind, sensitive person.",contradiction,50c7552347fd69ad2e9fdf6d387d7f07
320,320,1021-1.png,The transportation system has a precarious future.,entailment,c988e1c9a111c8f74c0a1d20870ea7b8
321,321,26.png,a mighty lion,contradiction,61814f2133d263b8cf79c45998cf1203
322,322,40.png,a night owl,contradiction,a97fccd21da4341045ea09f6768d1116
323,323,690-3.png,Your theory is unbelievable,entailment,a67d81d169b5c66cb49a6e24901a955f
324,324,233-4.png,He has to pay for all the repairs because of an accident.,entailment,e44e5a258936c9f86305cbc87d7f6d32
325,325,64-1.png,The door seemed dangerous,entailment,b9b8caa1d05e60ab03a096b8d1cb8d9a
326,326,591.png,their relationship is a house on fire,entailment,1389089abbd30c7fe5bc31d53f98980f
327,327,584-1.png,"But oberon stepped in front of me, holding out his arm in motion",contradiction,4095da4482bab842c32ea12d2cda0d9e
328,328,31.png,a mighty lion,entailment,5aad6cf2775e17283aa3379716c3b857
329,329,140.png,cute teddy bear,contradiction,252262284edc46b71f0a8e485cb2c1d4
330,330,145.png,cute teddy bear,entailment,d10f1d269265be067ae00900ee08b9f3
331,331,131.png,blanket of snow,entailment,40ffe8cf53377d297e4a57ada61ef501
332,332,273.png,heart of a lion,contradiction,4d492f4a85d2fddf779eba04fe4a5046
333,333,809-2.png,"""I think she'd do better to understand herself"", Ellen said in a harsh sarcastic tone.",entailment,86107fc2398168b4dd10b100624b39ff
334,334,225-1.png,He looked primitive and primal .,entailment,07bc351fb8dcf8261661d01b9d2ebcff
335,335,617-1.png,"She looked at him with her pale green eyes, which were now wild and unsteady.",contradiction,6be1eb1c5fc9197cc0e1438ba071bb8b
336,336,1054-3.png,The Ukrainian singer did not have a successful night.,contradiction,ea307c0711adc5a658f0b2c265cb97f0
337,337,361.png,homework is a breeze,entailment,1e0e1808244d61af99284ff9bfbb43d2
338,338,25.png,a mighty lion,entailment,7c054ecd87e653da95040f7f97f9bd91
339,339,370.png,homework is a breeze,contradiction,4a1161657a8766483de7db1cea7fe54c
340,340,612-1.png,A flame that barely flickered in the skies.,contradiction,dfac021746e0ce8e1a22fb6bc753bcd3
341,341,814-1.png,The girl said something interrupting the conversation.,entailment,62eda84f7402b1b9ea1e9bf52ef18a49
342,342,988-1.png,His kind action really bothered me.,contradiction,75a450ba984e4152d875127de7f1ce87
343,343,895-4.png,a black sun shines high in the sky,contradiction,0cd971581c2a08576ebccc1a0a91d175
344,344,428.png,light of my life,contradiction,c9f43feeb0855d6e7d770782c2a7e0a3
345,345,remaining-998.png,The accidents will happen as expected.,contradiction,968fafe895f6d90b809ff6cce50e3961
346,346,350-4.png,The residents of this village were deviant from catholicism.,contradiction,b385b7affabe4a6cc8f443de1d704390
347,347,406.png,jungle city,contradiction,5fa1f4970b65c2c43b00d2676fc6ffe0
348,348,171.png,he drives a tank,entailment,fcb9ae6a29d9ec3518b2cc0e27834cb2
349,349,832-1.png,The government wret it in en extremely long document to better represent it.,contradiction,3d2cd12e0fcf2ce5e217f9ebb303a54b
350,350,253-4.png,She did not make the performance exciting.,contradiction,62224508c03232c049033ae4be11f93c
351,351,376.png,homework is a breeze,contradiction,44fae47667b7b58e43a31790fd95f9e3
352,352,214-4.png,Mike is going to be angry about Tom's promotion.,entailment,f888310a96dceccb63210fc429a81ac2
353,353,24-4.png,It's hard to tolerate the silence.,entailment,3353168885ece3e26e63c215d03c97e8
354,354,548.png,she was a sly cat,contradiction,e1c4de9a592017d0a1a348aa1e05fde8
355,355,216-1.png,David’s eyes were warm with compassion at Paul when Paul invited his new girlfriend to dance.,contradiction,03b7647a14072d930d6c44ac4e888008
356,356,221-1.png,Slowly his sense and strength faded.,contradiction,46adb325a6aa68aaa0c5850059098034
357,357,27.png,a mighty lion,entailment,f03e753365b0a8f4e625423a581d0aa2
358,358,remaining-1008.png,I am using my computer.,contradiction,27c3d1764be9ef663e1450f1a753d430
359,359,300.png,heart of stone,contradiction,ff808cc34e32022e8b24f61e8b5455d1
360,360,10.png,a lion on the battlefield,entailment,b247b0b2540143cee3624c6928f0dd05
361,361,859-3.png,We still do not know how life developed on Earth,entailment,7b22fa56b18dc19c07e25a9b3ec49789
362,362,54-2.png,But the skies are grey,contradiction,8c029eaa2cb7abe224cd7962c4397adc
363,363,375.png,homework is a breeze,entailment,2a57226758b4016beb7cce0713b1ca71
364,364,625-1.png,"Even though he may have seemed civil from his education, he was actually dangerous.",entailment,658210d41339cdc81e817eda54309c8c
365,365,627-1.png,He smiled treacherously up at me.,contradiction,6b93a6af390e10238eb62b1029dd3a1c
366,366,172-1.png,The speech concluded the meeting.,entailment,8ff2c79a42d32012c13e2607e7f91c03
367,367,602.png,walking encyclopedia,contradiction,601c73c5849c6f5f8460f1f812207839
368,368,147-2.png,I was energized and invigorated when kris got back home at spot-on ten to eight.,contradiction,8abff9a1258cfe0a26c03a77216a0f81
369,369,360.png,homework is a breeze,contradiction,0ba831d8396dde1a64742bb50fc15bbc
370,370,469.png,sea of umbrellas,entailment,354d2c87e2035be58d76010d0f7bf087
371,371,335.png,heart sank,entailment,c516bbb209d8228da3df3fbf2e6a3c8d
372,372,299.png,heart of stone,entailment,e65850b8ce8252cb9dc3e4007de5ddb9
373,373,630-1.png,In our relationship we had always got into a ton of arguments and frequent fights.,entailment,7b0a3904b7df94ff5377ab4cc06c255a
374,374,593-1.png,The change really begin back in 1943.,entailment,b758fdd818b3e3b0ec34b69398dae5ec
375,375,699-1.png,You've found that your body is extremely fragile.,contradiction,540ec584e68606fa62c8a5280f0c8607
376,376,891-1.png,The economical crisis was the cause of the war,entailment,998577985f825758b5e1cf60f5234ac5
377,377,951-3.png,This speach was not appreciated by the public.,entailment,f090f254864ac2e251b8e1a4c407b0fc
378,378,825-1.png,This plane can scarcely fly at all,entailment,968966db01287ddebf2563bbed46240a
379,379,854-3.png,When it rains in Tokyo you won't find umbrellas in it.,contradiction,4784a8b5ef579d98980a2c4f7af78103
380,380,321-1.png,My vengeance shall reach him.,contradiction,3f095a3702365d1f6f8c7d8ef2c7bfc4
381,381,508.png,she is a ray of sunshine,contradiction,0468df31c35ec041ce0948eaf3b1343b
382,382,661-1.png,I'm confident,contradiction,e543849faecef32ecfaa37ba0e0b9fff
383,383,199.png,he is a fox,entailment,177d0800e511763cca2cd410b7b70d63
384,384,37.png,a night owl,entailment,e8adee0e14a2cc1947b2d1f0eddffa8f
385,385,197-2.png,His laughter spreads to everyone who is in the same room.,entailment,368c72ab3c63cff27fb8ee57c738bef0
386,386,588.png,their relationship is a house on fire,contradiction,0d751907572212703083c5326162d495
387,387,71.png,an angel,entailment,4901ea6b99ac790ed8284ad35481200f
388,388,761-1.png,He was unaffected by a terrible illness for several months but still died later.,contradiction,f341602e071ef14fc9abb3a9a73d87bb
389,389,429-1.png,He keeps the magic dead by staying up there whenever the sun goes away.,contradiction,b770911b668508cb0d31e7152f969eb3
390,390,7-1.png,I could feel my face turning red and my eyes tearing up.,entailment,4b0c332d8e2a6ef8ca2712d2fea18941
391,391,319.png,heart sank,entailment,14d7aeebd78460f27ea9c74ea0c8ede3
392,392,575-1.png,"His eyes were light, and his skin was so pale it looked blue.",contradiction,bc3583bbc08ea1322ecad46411421070
393,393,769-2.png,We don't like to pay money for our children's education.,contradiction,0510ebcf65921f48628295aa09aef3ea
394,394,437-1.png,I need another car to survive,contradiction,d51102ccb9ed9737bcf4d2b4bec5bf00
395,395,788-1.png,"Even though he was thin, he looked unpleasant.",entailment,0cd7cc77a742345ab67133610b178f8e
396,396,212.png,he is a fox,contradiction,18e9f9423b6eeec307a25bdc0d7b8f1d
397,397,338-1.png,Her face was pale after she came out from the sauna. .,contradiction,658a3c6dda08e2cbdde369608bce7d16
398,398,564.png,she was a sly cat,contradiction,47076ae074e20037b6755fcde289489c
399,399,75-1.png,"In the dead of summer, in Ohio, the clothes felt hot and humid",entailment,0d7e8f1cb5be9e8538aeb203b0b94c71
400,400,284.png,heart of gold,entailment,48f3a6db95c19f653068e2e29e70cd39
401,401,645-1.png,"Mom was inside the dim yellow kitchen, pacing calmly.",contradiction,81e03a343bc85f3d38c61ade502f8a2c
402,402,839-4.png,I don't understand him,entailment,8b53f7d402c839b508c28bd3319b0b40
403,403,860-3.png,We still ignore how life happened,entailment,7b22fa56b18dc19c07e25a9b3ec49789
404,404,179-1.png,Bill today is in a fantastic mood.,contradiction,b41d20eda0c4634c2e9346a208fb83f1
405,405,783-2.png,Middle age increased her appetite for travel rather than just staying at home.,contradiction,e9465d29f7d0c7c5b660d67be531e252
406,406,553.png,she was a sly cat,entailment,2a1533285cff33e95715c45be3772eee
407,407,758-1.png,This extremely expensive bordeaux wine should be allowed to oxidize and open up for 2 hours at least.,entailment,b77624da99bacedbaecfddcbc27a9e73
408,408,479-1.png,I won't stop reading other people's mail.,contradiction,0f6352fc24673b24d5c37b33ade9eab1
409,409,541.png,she was a busy bee,entailment,02bad175664018313f9103358d7426e1
410,410,719-1.png,Describe your 'real' self in third person without sounding humble.,contradiction,7e938a56aa6eba3d9863da2e584273f1
411,411,4-4.png,The events might not affect the balance of power.,contradiction,08e73e484dc3fbdb5d797d124dd86e3c
412,412,219-1.png,I had difficulty making the decision.,entailment,d5b8a037a39041a57d0cd6bf500078f3
413,413,948-2.png,You are aimless.,contradiction,4a9db332b1f4c1fcefe16c7533f19fe6
414,414,8-1.png,She seemed relaxed.,contradiction,4eb807791dad00a4256a61d657465137
415,415,472-2.png,The dancer moved fluidly across the stage.,entailment,dbe102a214475663e6a6aa7b597819e2
416,416,188.png,he is a cheetah,contradiction,a0d816ee040e4b96331ed58a7dd5d892
417,417,589.png,their relationship is a house on fire,entailment,5ba91987c487462c45b82c838c57b238
418,418,142-2.png,"He knew that tommy was happy, in love, and doing well.",entailment,8c01593204b452c9f0bbd33d0fb7b836
419,419,80.png,an angel,contradiction,4a3dc752963641b0d60cc02c7f18d274
420,420,586-1.png,The air felt humid and cool.,contradiction,1475d6997166788fb88d3baed31b8f65
421,421,824-3.png,"After working two years at the company he got exhausted, stressed, and drained.",entailment,a6c0d6c0efa027f80713575dab6711e8
422,422,222.png,he is a fox,contradiction,a7518b6226463903b19df2259396e425
423,423,424.png,jungle city,contradiction,a59ac096a649bce5cd52d00256722b07
424,424,413-3.png,I did not want that gift,entailment,c9c6eaec5725579a277bcfcd7e55e349
425,425,570-1.png,The rich man's heart was unemotional.,entailment,09a72004ddaa0ade8714d954102c7e55
426,426,592.png,their relationship is a house on fire,contradiction,535d739bc169d3352e6a0613add01b87
427,427,278.png,heart of gold,entailment,591d21369315cbd01d6adc001e4b5796
428,428,481-3.png,The weather in the botanical garden was arid.,contradiction,930a3da1c73b18b9913b1a4c663dd4dd
429,429,628-1.png,"A hundred different voices assailed my mind at the same instant, and it was invigorating.",contradiction,c7f423b11cdc149142e0701a5b9a2c7b
430,430,464.png,sea of knowledge,contradiction,83742e99870579d308cebb9af2624480
431,431,266-1.png,It wasn't very dark.,contradiction,28f66e5cfda0e5178156f9e2568e697c
432,432,610.png,walking encyclopedia,contradiction,c569997c596507fe8211fbcb3e5fe66f
433,433,187-3.png,They would stay away from her if she was mean and vicious.,entailment,d6cdd5ed8892a99b772bd0e85afef667
434,434,916-4.png,His purplish head was black and hairy under the moon.,contradiction,0f5e471bbf966ba88dce3c1c89bc539a
435,435,587-4.png,It was warm and humid,contradiction,01dc1158505e2016aca6e99bef40c7c4
436,436,544-4.png,Gwendolyn felt frumpy.,contradiction,43430823b647e713f23cb37cd2c08af2
437,437,622-3.png,The pen is insignificant than the sword.,contradiction,17ca712e1d74cea72072f23c9d5c2a04
438,438,713-1.png,The middle east has a problem that is bubbling up.,entailment,7e5b054d72f7966614896907559a2fb5
439,439,remaining-1029.png,They do not know what they are doing.,entailment,b22db9e8e8ee840d80f49bafde7ddb8c
440,440,245-1.png,In his dark clothing he'd be conspicuous.,entailment,68a1baf2ac3822d6e38182d839d71e4b
441,441,596-2.png,You're sharp,contradiction,89ed2eed289be960c4fd262b1966c2cb
442,442,remaining-1001.png,Jealousy is mentally unhealthy.,entailment,4b2575cc0bedae5bf646f53aa1ee6743
443,443,529.png,she was a busy bee,entailment,80d3a90bd0f99cf9cd6d3e51a20d1944
444,444,785-1.png,I'm hairy,contradiction,02e8c16f8c44127c818e3cc8e1b06428
445,445,97-2.png,Her bones are chilled by the cold.,entailment,64d791559f19279a3de54c3faa44e8cd
446,446,197.png,he is a fox,entailment,0b17c797c03e3e773b1c36451af92f8e
447,447,663-3.png,His declarations doused the fire in the community.,contradiction,749d5de45e40616be8101828d47df0d6
448,448,134-1.png,"But times are hard, and silver bullets are expensive",entailment,69320a68662c6a9ea7dd5f73164326f9
449,449,691-3.png,Quade said cowardly that those cholos are dumb as jellyfish.,entailment,61ea2906bd07675142c34f520e7c4b92
450,450,163.png,he drives a tank,entailment,21f535b50c1ea443e07893545119b466
451,451,146.png,cute teddy bear,contradiction,97625c7373127f6fff29733e01637653
452,452,55-1.png,"You decline, the man is apathetic.",contradiction,03d8bae2705bb2403ec46593f603d080
453,453,513-1.png,Her hair was almost light.,contradiction,b782b21d544b7006b936554f8cef1610
454,454,381-3.png,"She swears they would have hated me because all they ever cared about was her happiness, and with me, she is discontent.",contradiction,3976e0727abe338051a144208a9612b2
455,455,399-2.png,The turkey was really dry,contradiction,9a89527aabe89e191d5158b2dc21eb2a
456,456,547.png,she was a sly cat,entailment,15d0d755ec332b7cc9f505781bf721e5
457,457,235-3.png,He was feeling weary,entailment,d833402fb4af376bdbf00ae3d2491343
458,458,237-1.png,The surface of Mars was blossoming beautifully,entailment,9c4bf20c7d3205a299034b2a5001ea21
459,459,545.png,she was a busy bee,entailment,e79d29890acb45f71ae3bae0736c9a8e
460,460,897-4.png,a yellow sun shines high in the sky,entailment,0cd971581c2a08576ebccc1a0a91d175
461,461,551.png,she was a sly cat,entailment,45d9fc9325fd694a6038420d45d412d5
462,462,214.png,he is a fox,contradiction,7f84539f0301c17879d00dcf174a618a
463,463,109.png,blanket of flowers,entailment,99f7194e6b29915431f15776733248dc
464,464,563.png,she was a sly cat,entailment,686b979b76d1688d1c223ab4c18f16a3
465,465,1019-3.png,She is proposing new bills,entailment,925f6084144aa7b1fedd98ce43437bc5
466,466,800-1.png,That is why its essential to stay firm.,entailment,d8c159466f5ef202decd662549bc9146
467,467,969-4.png,Consumer electronics influence the world,entailment,2bbb9dbfda146e4bd209b7b37f9eede4
468,468,145-2.png,"You both have something pressing to say, time is limited.",entailment,9ab5dd4741c8b62bdc46918a5948fbbd
469,469,432.png,light of my life,contradiction,b05a40e7e5659ae98376c2278d157355
470,470,502-1.png,"The room is dark, a bright light shines above you.",entailment,154cad78c16772175492ef32901ad5b5
471,471,488.png,sea of umbrellas,contradiction,7e13e0552144fdba45c4bde0057968ef
472,472,112.png,blanket of flowers,contradiction,ebbaafd27db04325d6cce9db82a51da9
473,473,86.png,an angel,contradiction,5d2e9d0fa6148b2175837fc6bcae2550
474,474,931-4.png,The company's stock value increased.,entailment,64a1dcb797231f332cba2dc7b608ffac
475,475,902-4.png,She was ready to act and to do anything that seemed to yield safety.,entailment,8d3b23f22e6d816c7de87d026aba2da1
476,476,48.png,a night owl,contradiction,d3c2b4929691ba0e7b8c76185b1eb751
477,477,910-2.png,He felt an intense anger,entailment,eae342209a669404bde5cba1bc119298
478,478,430-1.png,"Mrs. Saunders' hands were shaking, making her rosary beads click against each other as she looked at me.",entailment,6bc7caec7d45f4c87f68742ee942bed0
479,479,134.png,blanket of snow,contradiction,718c37c0031e8970ec9b420bce2c8002
480,480,893-1.png,The real causes of the war were in the economical crisis,entailment,998577985f825758b5e1cf60f5234ac5
481,481,93-1.png,I held my body rigidly,contradiction,049e67502eff24f258110e3d99b522eb
482,482,128.png,blanket of snow,contradiction,734ae68e0e77d9734ecc8dcb6c610ed5
483,483,172.png,he drives a tank,contradiction,78c32486c97bf8f1f1d0b827af26fdaa
484,484,50.png,a night owl,contradiction,a002aae8c763e9dda5b66661d350db70
485,485,186.png,he is a cheetah,contradiction,65c4d9017803367348905ae2c434472b
486,486,311.png,heart sank,entailment,87a79cb62d9a060d0886b756a1c943b0
487,487,108.png,blanket of flowers,contradiction,99ece4a08bf6c6debdd3ce6baf2035ba
488,488,132-4.png,he is brave.,contradiction,0bd210e14ab66007917a29d18328c3fd
489,489,87.png,an angel,entailment,a8aa3fb7dd369798b2215ad50ec765db
490,490,452-4.png,"Fell, and retain all strengths.",contradiction,bedc68d3e3f04f246ee47b63bb39233c
491,491,886-1.png,The wind roared; the waves collided - we were risking our lives.,entailment,61d1ee7689e38abd30204305d58306f0
492,492,275-3.png,The floor was made of alternating squares of black and white.,entailment,0156c8a48ff0f593a98821bfe6a0a7b7
493,493,908-2.png,Adam did not understand the reasons of the crisis,entailment,27284ee20978e51628661c2b9a5afbcd
494,494,941-4.png,Airports make a lot of profit out of passenger fees.,entailment,080ad7712b2cd631fba306c636144ca6
495,495,83.png,an angel,entailment,3abeacb53b977c9e18cf39eed183b1f0
496,496,707-1.png,Snowfall exposing the Earth from its clothes like a mother would her infant child.,contradiction,7f08a6b75f9d24813e7deb886aff41a2
497,497,503.png,she is a ray of sunshine,entailment,4ea2f9fa6d3967f1d579d65f5c6c0b6b
498,498,765-1.png,My skin was warm,contradiction,7ae831e89faeb902770e0aa5dfbcb585
499,499,277.png,heart of gold,contradiction,e05c1482ccf35e5ac61825f673aa9f1a
500,500,880-3.png,He pleaded for her forgiveness and Janet forgave him,contradiction,6d8e9a26acac98148bd0127914c4a8b6
501,501,261-4.png,No politician won in the election.,contradiction,79085ac0d590d83a1b0a66b4ac80a3e9
502,502,remaining-946.png,He does not want to learn anything new.,contradiction,02b6273a8164254e6f96cb7e1f386277
503,503,689-3.png,Duryodhan's life had a superb cast and he always had the perfect solution of each and every problems.,contradiction,e352dab79a509dfec783cdd16547ca35
504,504,164.png,he drives a tank,contradiction,30459cead5a17e758bbd3c86d976b4a0
505,505,530.png,she was a busy bee,contradiction,b980247218fa996ef0af457f6449ae1b
506,506,742-2.png,Actions are not louder than words.,contradiction,a221cd3f50922c01d93fd57d33750b42
507,507,397.png,jungle city,entailment,85b7642f6a72ff9cc0ea62aecced7b49
508,508,491.png,she is a ray of sunshine,entailment,f430d91a57394e17f4296ee25403c65b
509,509,425-2.png,Your guardian angel is a little too apathetic.,contradiction,e6a52532e7c8d48f3c5f1a1d69ffb444
510,510,226.png,he is a fox,contradiction,2790dc1c5b973d8b8a493f69d39ebf67
511,511,418-1.png,"I had played a lot of souza in band class, but I didn't expect the man to be so serious and dour.",contradiction,665bb6edfeb2cdcb8cb0a19e8187a4be
512,512,775-2.png,The moon reflected back at itself from the lake’s surface.,entailment,c5ec2fc4f5b2dbe135bc2722a29bbb3f
513,513,918-4.png,She came up with a brilliant idea,entailment,957cb1693abac0d911d1fbf490510bb8
514,514,39.png,a night owl,entailment,a0d06f77f0d03e30a56c73f5e7f70bb5
515,515,851-3.png,Tokyo is filled with umbrellas when it rains.,entailment,4784a8b5ef579d98980a2c4f7af78103
516,516,549.png,she was a sly cat,entailment,9caee1416f1159877a2613079c5954f9
517,517,631-1.png,The novel starts off with a crime.,entailment,b2811e237d5337c1b00f78e51ebadf19
518,518,554-1.png,It was blue and dry,contradiction,749f28d1c30cc486003de165f8b669bc
519,519,404-1.png,I eased with this decision for years.,contradiction,14b9b547ec87941172920d3af7ca8fcb
520,520,2.png,a lion on the battlefield,contradiction,49cca53dac7606d4f73b09922c578944
521,521,471.png,sea of umbrellas,entailment,4ed9595689a10dd39cfcb568fcfd7c3e
522,522,2-1.png,He looked dark and menacing in the fading sunlight.,entailment,cedcf2e871856f53340401d8067eb84a
523,523,764-2.png,The air was thick and warm,entailment,9342f0938831002ec6706e1994575cbc
524,524,483.png,sea of umbrellas,entailment,2790dc1c5b973d8b8a493f69d39ebf67
525,525,614-1.png,"Even though he wanted to fight, he was helpless.",entailment,b52eac49067a1304185866767989cc80
526,526,924-4.png,The economy has been growing out of control,contradiction,e3812d9ebb8cf7f53647dd52db043c33
527,527,116.png,blanket of flowers,contradiction,5b63f6ecbe8ef3df5b1521ee04ec22ad
528,528,115-1.png,He's muscular,contradiction,ab092fe2d89850d0a51e3c93a514fdf0
529,529,21.png,a mighty lion,entailment,00c0f17c3d8e6c777d5a2f7403225247
530,530,567-3.png,He slumped over with his chest raised.,contradiction,c1074fd2dd2e0578c796800529e9b194
531,531,590.png,their relationship is a house on fire,contradiction,9d66827c3f21a40ca52c825c37a964fe
532,532,126.png,blanket of snow,contradiction,625094015fbde12617d430daa54a874f
533,533,840-3.png,This idea will be very precious for something in the future.,contradiction,2b75246f24444057de4bab5bf0d06928
534,534,467.png,sea of knowledge,entailment,1388e455aa27c5fd8010b0931a5b8ef5
535,535,580-3.png,Their honey moon was very pleasant,entailment,5fd5c13bae9136e47da6da998f2e2202
536,536,484.png,sea of umbrellas,contradiction,7647e50a6517d7e285ddbfe4b6c07470
537,537,664-3.png,And the sky overhead had turned murky,entailment,9f373070996d5615a135b860cc5955da
538,538,316.png,heart sank,contradiction,72d89545bff7edf69b939ce50cda44b9
539,539,204.png,he is a fox,contradiction,58a68f8318d62c2f625fe002356dd1fc
540,540,258.png,heart of a lion,contradiction,2a43d30946babb83a6f4194e50a43789
541,541,614.png,walking encyclopedia,contradiction,86073229ee035c85cc49a629e265930c
542,542,552.png,she was a sly cat,contradiction,ac3911bc51d51a9e1ca656b872594259
543,543,476.png,sea of umbrellas,contradiction,eaf63ab1b1d0901d47d21eab3577b0a3
544,544,86-2.png,The hallway was not crowded at all,entailment,81f37d1ef2871dec194a68b57c22c988
545,545,513.png,she is a ray of sunshine,entailment,c65b1102a4a689327d3a55d2830c4a6f
546,546,496.png,she is a ray of sunshine,contradiction,d94abd065a5ea005ba974e3a751d7ef4
547,547,666-1.png,The setting of western movies is appealing to us because it resembles a gladiator arena with shooting guns.,entailment,43a2850698434d9a6b77e14c05b45da3
548,548,468.png,sea of knowledge,contradiction,bf5c260d483d96951f7dde9ad5f48890
549,549,215.png,he is a fox,entailment,76faf97d72e85aedc9133f0f3d477b59
550,550,115.png,blanket of flowers,entailment,24a4560c5f5f846c70f06339b6a72f72
551,551,148-2.png,You were the scapegoat of those times.,contradiction,ecea4e15d0e3c83338fcc433f545d55e
552,552,273-1.png,Life in the camp gave him an energy for living.,contradiction,4b440f5179d40f5444c5625c19430071
553,553,446-1.png,She's heavy,entailment,a804ffc026f636711f6c7330f1e5c4f0
554,554,787-3.png,He lies there and watches the sun set.,contradiction,756b23ce6cc507fa32afa134a266f7d0
555,555,724-1.png,Your wife told you last night that lucid dreams are quite common.,contradiction,ba4c9a335a6b14e3dc10902457a528ff
556,556,700-2.png,She said I was black.,contradiction,913dfb531e2b8daab75af2feb8d5b737
557,557,602-1.png,The user would become increasingly calm as the days went on.,contradiction,0f850a84b342f7985a608d90503ae761
558,558,434.png,light of my life,contradiction,a004358167d867744acb24dab316d572
559,559,616-1.png,The windows are crooked and the ceiling is sloped in the garret.,entailment,012c7372ec97e5a7dc6f409dcd20cb54
560,560,545-1.png,She is a cruel human being and her attitude was really mean and rude.,entailment,cd680cc9d8aacca8f301489a8925f368
561,561,72.png,an angel,contradiction,86073229ee035c85cc49a629e265930c
562,562,253.png,heart of a lion,entailment,b5e4340ab91779e7feba3c2d74af66e6
563,563,279.png,heart of gold,contradiction,8a0a001b479ccc5af1513e60c79b276c
564,564,105.png,blanket of flowers,entailment,fa94c48b500ef5851da0ddd508518814
565,565,595-1.png,Her hair is curly,contradiction,d8ab91a53f0a46a24782c514b7325930
566,566,20.png,a mighty lion,contradiction,5e048d066084e0f1166b9fc3788c616d
567,567,75.png,an angel,entailment,eb51e76eb860d17bce97039aaf4db859
568,568,114.png,blanket of flowers,contradiction,e98de0a26893577e8d4bca4d39a4582f
569,569,659-4.png,She tightened her grip on life.,contradiction,4b8b31dec47f560f0639e0e27f7ae09e
570,570,326.png,heart sank,contradiction,4e889e40e0fb1fec1da95b2d29bb8a9e
571,571,290-1.png,She stuttered into the microphone and was unable to speak clearly.,contradiction,f1fce8b01f28b3040bbee7ea7fc6972e
572,572,150-4.png,Your product is resilient,contradiction,11be201f6c662a4be8bc2546f8918bde
573,573,555.png,she was a sly cat,entailment,5cb806b0d157c1b58aaac83c0b484aa7
574,574,947-2.png,You have an appealing goal.,entailment,4a9db332b1f4c1fcefe16c7533f19fe6
575,575,110.png,blanket of flowers,contradiction,6ab43971230b914542ec22addfbc0ec9
576,576,596.png,their relationship is a house on fire,contradiction,53b31c1bce233dc77c3baa91d05c51bf
577,577,292.png,heart of gold,entailment,38e0f4f7f44afed740a17f8851e5bdf0
578,578,561.png,she was a sly cat,entailment,e41c4392364dde1561591acc4d799a06
579,579,173-3.png,This chair is fragile,contradiction,9f88afbe67bdf8d8d550d6caf09cfd53
580,580,293.png,heart of gold,contradiction,14d7aeebd78460f27ea9c74ea0c8ede3
581,581,726-1.png,They were moving away from him quickly.,entailment,72c4901238fd819c05eb925484670840
582,582,320-2.png,The dollar will soon be devalued by inflation.,entailment,0ccef5e6aff3b726dcc7719384fcc7bf
