,image,entailment metaphor,contradiction metaphor,score entailment metaphor,score contradiction metaphor
151,/data/ajaunarena/our_dataset/images/1294_0.jpg,Depression is an inertial force resisting all movement forward.,"Depression is a propulsive force, launching one forward with accelerating kinetic energy.",-13.974077224731445,-14.47547435760498
152,/data/ajaunarena/our_dataset/images/1514_2.jpg,States are neighborhoods in liberty's city.,States are lawless badlands in liberty's graveyard.,-15.387182235717773,-13.77342414855957
153,/data/ajaunarena/our_dataset/images/48_1.jpg,His speech stumbled under the weight of whiskey.,"The whiskey lifted the burden from his tongue, leaving each word crystalline and precise.",-10.593101501464844,-10.93516731262207
154,/data/ajaunarena/our_dataset/images/883_3.jpg,Her emotions maintain a perfect seesaw equilibrium.,"Her emotions are a seesaw crashed to one extreme, stuck with all weight on a single side.",-13.549705505371094,-16.134336471557617
155,/data/ajaunarena/our_dataset/images/1586_1.jpg,The visual field is a basket catching moving objects.,"The visual field is a glass case displaying only frozen statues, where anything in motion slips through unseen.",-12.751184463500977,-14.386724472045898
156,/data/ajaunarena/our_dataset/images/1466_3.jpg,The team's creativity flows like an endless river of resources.,"The team's creativity is a shallow well that runs dry after just a few drops, barely yielding even the most basic ideas.",-12.179506301879883,-10.935062408447266
157,/data/ajaunarena/our_dataset/images/976_3.jpg,Her euphoria ascended like a morning sun.,Her euphoria sank beneath the horizon like a sun extinguished by dusk.,-14.300260543823242,-15.166279792785645
158,/data/ajaunarena/our_dataset/images/431_3.jpg,His addiction was a rusty anchor dragging him to the depths.,His addiction was a pair of luminous wings carrying him freely toward the heights.,-13.301216125488281,-14.448434829711914
159,/data/ajaunarena/our_dataset/images/1324_2.jpg,She inherits qualities like family heirlooms.,"Her qualities are impulse purchases from a stranger's yard sale, acquired fresh with no family provenance.",-16.930084228515625,-20.566545486450195
160,/data/ajaunarena/our_dataset/images/1160_1.jpg,"The scholars entered the intellectual arena, ready for a fierce theoretical battle.","The scholars retreated from the field, forming a harmonious huddle of theoretical consensus.",-14.5054349899292,-12.727611541748047
161,/data/ajaunarena/our_dataset/images/1041_2.jpg,The mind's reception desk filters incoming experiences.,"The mind's reception hall stands unattended with doors flung wide, admitting every sensation without screening or sorting.",-14.24143123626709,-17.012409210205078
162,/data/ajaunarena/our_dataset/images/1881_0.jpg,His addiction to checking social media is a daily dose he can't skip.,"His social media use is like an occasional appetizer he samples when convenient, easily passed over without a second thought.",-15.741931915283203,-10.866338729858398
163,/data/ajaunarena/our_dataset/images/409_0.jpg,The river of his potential carries his developing skills.,The stagnant pool within him traps his abilities at the bottom.,-16.588003158569336,-14.474895477294922
164,/data/ajaunarena/our_dataset/images/1915_1.jpg,Every cleared path leads to a garden of possibilities.,"Every cleared path narrows into a walled cul-de-sac, trapping rather than freeing.",-13.456228256225586,-16.468902587890625
165,/data/ajaunarena/our_dataset/images/1314_2.jpg,His temper was a pressure cooker about to explode.,"His temper was a thermostat set to cool, maintaining a steady, room-temperature calm.",-15.201740264892578,-15.986483573913574
166,/data/ajaunarena/our_dataset/images/1657_3.jpg,She scaled the peaks of logical reasoning.,She remained mired in the lowlands of irrational reasoning.,-11.968423843383789,-11.404692649841309
167,/data/ajaunarena/our_dataset/images/1595_2.jpg,Each opportunity is a compass pointing to different destinations.,Every opportunity is a different key opening the same single door.,-12.737106323242188,-13.720175743103027
168,/data/ajaunarena/our_dataset/images/224_3.jpg,This challenge is a combination safe testing our patience.,This problem is an unlatched box that springs open at the slightest touch.,-16.517196655273438,-20.801773071289062
169,/data/ajaunarena/our_dataset/images/1397_1.jpg,"Ideas, like children, need guidance but not control.",Ideas are children requiring strict regimentation and forceful molding into predetermined shapes to have any worth.,-15.294583320617676,-14.004711151123047
170,/data/ajaunarena/our_dataset/images/480_2.jpg,Time is a relentless shapeshifter.,"Time is a shapeshifter frozen in crystal, preserving every form unchanged.",-15.867868423461914,-13.712943077087402
171,/data/ajaunarena/our_dataset/images/777_1.jpg,"The chase of time knows no rest, no mercy.","Time pursues us like a patient stalker, pausing mid-chase to catch its breath and adjusting its stride to match our weary pace.",-12.931447982788086,-12.391899108886719
172,/data/ajaunarena/our_dataset/images/754_0.jpg,The theory evolved to adapt to new evidence.,"The theory fossilized, remaining frozen in its original form despite new evidence.",-14.587838172912598,-13.2078275680542
173,/data/ajaunarena/our_dataset/images/681_3.jpg,Her wit was a bandage for their wounded spirits.,Her wit was salt poured into their open wounds.,-16.624107360839844,-15.661617279052734
174,/data/ajaunarena/our_dataset/images/1101_1.jpg,Each creation illuminates like a beacon in darkness.,"Each creation veils itself in shadow, dissolving into an invisible backdrop.",-15.477643966674805,-13.007633209228516
175,/data/ajaunarena/our_dataset/images/1291_1.jpg,Joy is an upward force that lifts the spirit skyward.,Joy is a downward force that drags the spirit earthward.,-11.420517921447754,-13.997169494628906
176,/data/ajaunarena/our_dataset/images/1125_0.jpg,Life's challenges are like sorting through mixed storage bins.,Life's difficulties are like tangled boxes that untangle themselves when you just shake them wildly and dump everything in a heap.,-11.777841567993164,-13.610654830932617
177,/data/ajaunarena/our_dataset/images/375_1.jpg,Market pressures are creating a turbulent atmosphere.,Market pressures are creating a climate of clear skies and gentle breezes.,-13.725740432739258,-15.929886817932129
178,/data/ajaunarena/our_dataset/images/1183_2.jpg,Properties are magnetic forces attracting investment.,"Properties are magnetic forces repelling investment, pushing capital away with each approach.",-13.441764831542969,-17.38538932800293
179,/data/ajaunarena/our_dataset/images/1707_3.jpg,Environmental pollution is a cancer growing in society's organs.,Environmental pollution is a vital nutrient nourishing society's organs and strengthening its immune system.,-14.156152725219727,-16.06581687927246
180,/data/ajaunarena/our_dataset/images/21_1.jpg,Antibiotics are the heavy artillery in our battle against infection.,Antibiotics are like water pistols in our skirmish against infection.,-10.870016098022461,-10.978151321411133
181,/data/ajaunarena/our_dataset/images/959_0.jpg,They breathed the same emotional air.,"They stood in separate emotional rooms, each breathing their own isolated air.",-15.034039497375488,-11.855123519897461
182,/data/ajaunarena/our_dataset/images/1499_2.jpg,Their compliance grip was beginning to slip.,Their compliance grip was tightening into a stranglehold.,-12.805792808532715,-11.923007011413574
183,/data/ajaunarena/our_dataset/images/1933_0.jpg,Our love is a delicate porcelain that must be handled with care.,"Our love is cast iron that can be dropped, neglected, and left to rust without ever breaking.",-14.875957489013672,-15.428829193115234
184,/data/ajaunarena/our_dataset/images/1013_0.jpg,The knowledge sits firmly in his palm.,The knowledge slips through his fingers before he can grasp it.,-12.680110931396484,-11.475341796875
185,/data/ajaunarena/our_dataset/images/666_3.jpg,Each minute is a drop in the bucket of existence.,Each minute evaporates into the bottomless expanse of existence.,-17.11753273010254,-13.14535903930664
186,/data/ajaunarena/our_dataset/images/1189_2.jpg,Properties are resonant frequencies of market dynamics.,"Properties are dampened masses, absorbing and nullifying market oscillations without response.",-11.794417381286621,-13.1644287109375
187,/data/ajaunarena/our_dataset/images/927_2.jpg,The solution lies in the heart of the tangle.,"The solution dangles from a loose thread on the tangle's surface, requiring no unraveling.",-14.241161346435547,-12.850963592529297
188,/data/ajaunarena/our_dataset/images/800_1.jpg,This mutual fund is a leaky piggy bank draining your savings.,This mutual fund is a hermetically sealed vault that multiplies every coin you deposit.,-11.3746337890625,-10.72222900390625
189,/data/ajaunarena/our_dataset/images/817_1.jpg,Life weaves patterns in existence's tapestry.,"Life traces over existence's fossilized pattern, unable to alter a single thread in its petrified design.",-12.873781204223633,-12.150118827819824
190,/data/ajaunarena/our_dataset/images/1109_1.jpg,The ghost of inspiration materializes through creation.,"Inspiration stays veiled behind endless curtains of creation, never stepping into the light.",-16.900291442871094,-19.16449546813965
191,/data/ajaunarena/our_dataset/images/1914_1.jpg,The morning sun illuminates new pathways each day.,"The same trails remain carved in stone, never altered by any dawn.",-10.373373031616211,-11.645586013793945
192,/data/ajaunarena/our_dataset/images/977_2.jpg,His bliss lifted him above the clouds.,His despair plunged him into the depths below the bedrock.,-13.218988418579102,-12.294300079345703
193,/data/ajaunarena/our_dataset/images/1418_2.jpg,The tonic of laughter dissolved their tension.,The acid of severity crystallized their tension into rigid discomfort.,-13.350831985473633,-14.804930686950684
194,/data/ajaunarena/our_dataset/images/1523_1.jpg,The tidal forces of longing ebb and flow between want and fulfillment.,"The forces of longing remain locked in unchanging equilibrium, frozen perpetually between want and fulfillment.",-16.184574127197266,-14.62561321258545
195,/data/ajaunarena/our_dataset/images/442_3.jpg,Life is a worn book whose pages tell infinite stories.,"Life is a sealed empty box, containing nothing of substance or worth remembering.",-14.480927467346191,-11.831621170043945
196,/data/ajaunarena/our_dataset/images/1715_0.jpg,The stepping stones across the river guided their evolution.,"Their transformation was a single vault across the chasm, touching no ground between.",-12.574708938598633,-14.759787559509277
197,/data/ajaunarena/our_dataset/images/1786_0.jpg,The city's streets teem with living energy.,"The city's streets lie lifeless and still, drained of any pulse or breath.",-10.121492385864258,-15.07569694519043
198,/data/ajaunarena/our_dataset/images/741_1.jpg,His joy soared like a bird taking flight.,"His joy remained grounded, like a bird with clipped wings that could never lift off.",-13.841669082641602,-13.560739517211914
199,/data/ajaunarena/our_dataset/images/171_3.jpg,He's walking through a minefield of emotions.,He's strolling through a cushioned playground of emotions.,-15.79496955871582,-13.115190505981445
200,/data/ajaunarena/our_dataset/images/1469_3.jpg,The project's ideas are sustainable forests of innovation.,"The project's ideas are a strip-mined quarry, depleted after one extraction with no possibility of renewal.",-14.58045768737793,-15.45852279663086
201,/data/ajaunarena/our_dataset/images/1752_3.jpg,The starving artist devoured every opportunity.,The satiated artist let every opportunity rot untouched on the table.,-18.43675422668457,-22.250532150268555
202,/data/ajaunarena/our_dataset/images/1185_1.jpg,Properties are crystalline structures of value.,"Properties are amorphous vapors, shapeless and without any discernible framework of value.",-14.341609954833984,-16.130407333374023
203,/data/ajaunarena/our_dataset/images/1222_0.jpg,Life's belongings are chains that bind us to our commitments.,"Responsibilities are disposable trinkets, tossed aside like unwanted receipts with no trace left behind.",-15.419833183288574,-18.274682998657227
204,/data/ajaunarena/our_dataset/images/499_3.jpg,These difficulties bounce around like pinballs in a machine.,"These difficulties roll like marbles down a straight groove, arriving exactly where expected.",-15.641523361206055,-13.473136901855469
205,/data/ajaunarena/our_dataset/images/1703_0.jpg,Education is the backbone of society.,Education is the appendix of society—a vestigial organ that can be removed without affecting its structure or function.,-15.581497192382812,-16.82662010192871
206,/data/ajaunarena/our_dataset/images/972_2.jpg,Her happiness took flight like a released balloon.,Her happiness plummeted like a stone dropped from a great height.,-14.852327346801758,-14.576623916625977
207,/data/ajaunarena/our_dataset/images/835_0.jpg,These possessions are thorny vines that entangle me.,These obligations are a neatly organized drawer that keeps everything in its place.,-11.069662094116211,-11.877067565917969
208,/data/ajaunarena/our_dataset/images/64_1.jpg,The schedule is rolling downhill like a snowball.,"The schedule is drifting upward like a balloon slowly deflating, shedding weight with each passing moment.",-12.979609489440918,-14.774381637573242
209,/data/ajaunarena/our_dataset/images/1299_3.jpg,Contentment is a stabilizing force maintaining emotional equilibrium.,Contentment is a destabilizing force that throws emotional equilibrium into turbulent chaos.,-15.781630516052246,-17.0784912109375
210,/data/ajaunarena/our_dataset/images/41_1.jpg,He carried his drunkenness like a heavy backpack.,"He carried his drunkenness like an empty, weightless satchel that required no effort at all.",-15.638216972351074,-14.576020240783691
211,/data/ajaunarena/our_dataset/images/956_1.jpg,Their hearts beat within arm's reach.,"Their hearts beat on opposite horizons, forever out of reach.",-18.335508346557617,-14.01993179321289
212,/data/ajaunarena/our_dataset/images/860_2.jpg,Her happiness was a sunny beach at midday.,Her happiness was a frozen cave at midnight.,-14.337409973144531,-15.504423141479492
213,/data/ajaunarena/our_dataset/images/847_3.jpg,His positive energy creates a charging station for others.,"His negativity acts as a parasitic drain, sapping the charge from everyone around him.",-13.943825721740723,-15.074145317077637
214,/data/ajaunarena/our_dataset/images/831_0.jpg,Each new possession adds another weight to my shoulders.,Each new obligation is a cushion that softens the hard edges of responsibility.,-14.854366302490234,-16.125675201416016
215,/data/ajaunarena/our_dataset/images/1447_1.jpg,The heat of their attraction melted all resistance.,"The chill of their inhibitions froze out any heat of attraction, leaving their barriers crystallized and intact.",-15.052627563476562,-17.617399215698242
216,/data/ajaunarena/our_dataset/images/364_2.jpg,He's a territorial tomcat marking his domain.,"He's a devoted swan, gliding faithfully alongside his lifelong mate.",-14.659679412841797,-13.683191299438477
217,/data/ajaunarena/our_dataset/images/1930_3.jpg,"She is my most treasured possession, kept safe in the vault of my heart.","She is yard-sale clutter marked down to nothing, left out on the curb for anyone to take.",-16.879972457885742,-16.41729164123535
218,/data/ajaunarena/our_dataset/images/99_3.jpg,He stockpiled powerful phrases for the confrontation.,"He walked into the confrontation unarmed, with no verbal ammunition loaded.",-15.531542778015137,-12.086454391479492
219,/data/ajaunarena/our_dataset/images/1869_3.jpg,She danced her way to a breakthrough.,"She anchored herself in place, circling endlessly around the same dead-end.",-13.03677749633789,-15.603048324584961
220,/data/ajaunarena/our_dataset/images/1482_3.jpg,Each moment is an arrow flying straight for our hearts.,"Each moment is a soap bubble drifting past in random currents, untethered to any destination.",-16.02414894104004,-10.344756126403809
221,/data/ajaunarena/our_dataset/images/1897_2.jpg,Their leadership navigated the team through challenges.,Their leadership drifted aimlessly in the passenger seat while the team steered itself through challenges.,-15.590757369995117,-16.025638580322266
222,/data/ajaunarena/our_dataset/images/177_3.jpg,He's trapped in a cage of abuse.,He's free to roam in a sanctuary of care.,-15.835809707641602,-15.874300003051758
223,/data/ajaunarena/our_dataset/images/1754_1.jpg,She was famished for affection.,"She was stuffed to bursting with affection, unable to take another morsel.",-19.538171768188477,-18.466796875
224,/data/ajaunarena/our_dataset/images/1062_2.jpg,They tossed around ideas during the brainstorming session.,"They locked their ideas away in individual vaults, refusing to hand them over.",-14.144457817077637,-15.580567359924316
225,/data/ajaunarena/our_dataset/images/1701_2.jpg,The heart of society pumps life into its communities.,"Society is a collection of severed limbs, each lying cold and motionless with no pulse to bind them.",-14.586755752563477,-15.191194534301758
226,/data/ajaunarena/our_dataset/images/111_2.jpg,Night crystallized around us like black ice.,"Night hung around us like smoke, dissolving and reshaping with every breath.",-15.975313186645508,-21.365392684936523
227,/data/ajaunarena/our_dataset/images/1247_2.jpg,Light seeped through the forest canopy like morning dew.,"The forest canopy formed a watertight seal, holding back every drop of light from the forest floor.",-9.211715698242188,-9.999149322509766
228,/data/ajaunarena/our_dataset/images/1749_2.jpg,This flesh cabinet stores the treasures of my being.,This flesh incinerator consumes the riches of my being.,-15.357656478881836,-16.8743896484375
229,/data/ajaunarena/our_dataset/images/1339_3.jpg,The final picture might not match what was on the box of expectations.,"Every piece clicks perfectly into place, creating an exact replica of the picture on the box.",-14.204794883728027,-12.716514587402344
230,/data/ajaunarena/our_dataset/images/1312_0.jpg,The flames of jealousy scorched their relationship.,"The cool embers of jealousy left their relationship untouched, never reaching a temperature hot enough to singe even a single thread of their bond.",-11.65325927734375,-8.950424194335938
231,/data/ajaunarena/our_dataset/images/403_0.jpg,The wellspring of knowledge flows through his mind.,An empty vessel sits where intellect should dwell within his mind.,-10.770035743713379,-16.123830795288086
232,/data/ajaunarena/our_dataset/images/804_0.jpg,His cryptocurrency wallet is a glass jar showing every crack.,"His cryptocurrency wallet is a seamless titanium vault, impenetrable and revealing no weakness.",-11.442220687866211,-15.41159725189209
233,/data/ajaunarena/our_dataset/images/950_3.jpg,Their hearts beat closer with each passing day.,Their hearts drifted further apart with each passing day.,-13.122395515441895,-13.249592781066895
234,/data/ajaunarena/our_dataset/images/540_2.jpg,The race for success is a feeding frenzy of hungry sharks.,The pursuit of success is a communal harvest where patient gardeners tend neighboring plots and share their abundant yields.,-15.994792938232422,-15.164852142333984
235,/data/ajaunarena/our_dataset/images/1290_0.jpg,"Her anger was a gravitational pull, drawing everyone into its orbit.","Her anger was a dissipated force, scattering weakly into the air without moving anyone in its path.",-16.41197967529297,-17.611103057861328
236,/data/ajaunarena/our_dataset/images/1056_1.jpg,Love is a scenic route worth taking.,Love is a pointless detour through desolate terrain.,-12.485698699951172,-13.032439231872559
237,/data/ajaunarena/our_dataset/images/1571_0.jpg,Her duties pushed against her like a strong headwind.,Her duties propelled her forward like a strong tailwind.,-10.564538955688477,-10.671092987060547
238,/data/ajaunarena/our_dataset/images/1172_1.jpg,Knowledge radiates from her like sunbeams.,"She keeps her knowledge shuttered behind closed blinds, never letting a ray of insight escape to illuminate others.",-12.743486404418945,-12.3012113571167
239,/data/ajaunarena/our_dataset/images/362_1.jpg,His appetite for romance is that of a starved hyena.,"His appetite for romance is that of a hibernating bear, completely dormant and undisturbed by any mating call.",-15.141292572021484,-14.9221830368042
240,/data/ajaunarena/our_dataset/images/880_1.jpg,Her emotional stability is a tightrope walker maintaining perfect balance.,Her emotional stability is a broken seesaw violently lurching from one extreme to the other.,-14.709222793579102,-18.072052001953125
241,/data/ajaunarena/our_dataset/images/838_0.jpg,These possessions are heavy clouds darkening my sky.,These possessions are brilliant stars adorning my sky.,-10.680243492126465,-14.331978797912598
242,/data/ajaunarena/our_dataset/images/43_0.jpg,His intoxication was a crushing load on his mind.,"His intoxication lifted the burden from his thoughts, sharpening them like freed weights rising from a once-pressed mind.",-17.654138565063477,-14.861050605773926
243,/data/ajaunarena/our_dataset/images/1567_3.jpg,Their love story was written in asylum walls.,"Their love story was a neatly completed psychiatric intake form, every box checked in predictable sequence.",-15.182476043701172,-13.482271194458008
244,/data/ajaunarena/our_dataset/images/1716_2.jpg,The tunnel through darkness illuminated their metamorphosis.,"They circled endlessly in the cul-de-sac of comfort, arriving exactly where they started with no transformation.",-13.459123611450195,-17.05712890625
245,/data/ajaunarena/our_dataset/images/1094_1.jpg,Her theory was a perfectly seasoned argument.,Her theory was an oversalted dish with burnt edges and clashing ingredients.,-11.55712890625,-12.739734649658203
246,/data/ajaunarena/our_dataset/images/1055_2.jpg,Their love found shelter in life's storms.,Their love left them stranded on open roads through life's storms.,-14.650321006774902,-17.345008850097656
247,/data/ajaunarena/our_dataset/images/331_3.jpg,"Memories are stored in mental hard drives, filed away in precise locations.","Memories flow through volatile circuits as unstable data streams, constantly fragmenting and dispersing without fixed addresses.",-11.16855239868164,-10.935049057006836
248,/data/ajaunarena/our_dataset/images/96_3.jpg,He deployed his vocabulary with sniper-like precision.,He sprayed his vocabulary wildly like bullets fired blindfolded into a crowd.,-12.404470443725586,-13.035743713378906
249,/data/ajaunarena/our_dataset/images/1195_0.jpg,My inner council of advisors debates each choice.,My inner dictator pronounces each choice without consultation.,-14.324581146240234,-12.867382049560547
250,/data/ajaunarena/our_dataset/images/1833_3.jpg,The fog of this problem obscures our path forward.,"This problem is a sunlit highway stretching across an open plain, its destination visible on the horizon.",-15.602821350097656,-17.136123657226562
251,/data/ajaunarena/our_dataset/images/1313_0.jpg,Love's warmth melted her frozen heart.,"Love's flames bounced off her frozen heart, leaving it untouched and ice-cold.",-12.26362133026123,-13.253098487854004
252,/data/ajaunarena/our_dataset/images/115_2.jpg,Night's marble columns rose from the earth.,"Night dissolved like scattered ash, holding no form.",-14.721967697143555,-15.499211311340332
253,/data/ajaunarena/our_dataset/images/1704_3.jpg,Cultural traditions are society's DNA.,"Cultural traditions are cosmetic accessories adorning society's surface, easily shed without altering its essence.",-14.164270401000977,-12.715468406677246
254,/data/ajaunarena/our_dataset/images/225_2.jpg,We're picking the lock of uncertainty.,"We're blindly throwing random keys at the lock, hoping one accidentally fits.",-18.61992645263672,-15.769838333129883
255,/data/ajaunarena/our_dataset/images/23_1.jpg,Vaccines are our strategic defense shield against disease.,"Vaccines disarm our biological defenses, leaving us exposed when disease invades.",-11.758990287780762,-14.391674041748047
256,/data/ajaunarena/our_dataset/images/114_2.jpg,The darkness was a granite fortress surrounding us.,"The darkness was a gauze curtain, its loose weave letting light and movement pass freely through.",-16.34877586364746,-20.419275283813477
257,/data/ajaunarena/our_dataset/images/693_2.jpg,Here is the root of reality's tree.,"Here floats as a severed leaf, drifting far from existence's rooted trunk.",-13.247516632080078,-16.843778610229492
258,/data/ajaunarena/our_dataset/images/1250_2.jpg,Her rage was a blinding flash of lightning.,"Her anger was a gentle nightlight, casting just enough glow to see every thought with perfect clarity.",-14.584891319274902,-17.61133575439453
259,/data/ajaunarena/our_dataset/images/530_2.jpg,"Like people, machines have their own unique personalities.","Like mass-produced clones, machines are identical copies without individual variation or distinguishing traits.",-11.720254898071289,-14.107183456420898
260,/data/ajaunarena/our_dataset/images/1483_3.jpg,Time is a relentless wave rolling toward the shore of our present.,"Time is a distant horizon that remains forever fixed at the same remove, never drawing nearer despite our gaze.",-13.795495986938477,-14.530759811401367
261,/data/ajaunarena/our_dataset/images/366_0.jpg,His romantic drive is like a rabbit in spring.,"His romantic drive is like a panda in winter—selective, infrequent, and perfectly content with long stretches of solitude.",-14.501702308654785,-12.842689514160156
262,/data/ajaunarena/our_dataset/images/1165_2.jpg,The rival theories played a high-stakes game of intellectual chess.,The rival theories played a casual game of rock-paper-scissors with no real stakes at all.,-8.83163833618164,-10.812463760375977
263,/data/ajaunarena/our_dataset/images/1593_3.jpg,"Like mirrors, opportunities reflect what you present to them.","Like vending machines, opportunities dispense the same product regardless of how you approach them.",-15.441583633422852,-16.253293991088867
264,/data/ajaunarena/our_dataset/images/581_2.jpg,She hungrily consumed new experiences.,"She pushed away the plate of new experiences, refusing to taste even a morsel.",-13.83150577545166,-9.984094619750977
265,/data/ajaunarena/our_dataset/images/446_1.jpg,Existence is a compass pointing toward countless destinations.,"Existence is a broken compass with no needle, offering no direction in an endless void.",-12.717707633972168,-11.175058364868164
266,/data/ajaunarena/our_dataset/images/1674_3.jpg,His values were refined like precious metals.,"His values were crude ore, contaminated with base metals.",-13.920318603515625,-15.771456718444824
267,/data/ajaunarena/our_dataset/images/667_1.jpg,The morning hours are a basket already filled with routine tasks.,"The morning hours are an empty vessel with boundless room, holding no predetermined contents.",-13.058238983154297,-14.86946964263916
268,/data/ajaunarena/our_dataset/images/1424_1.jpg,Their relationship descended into the abyss.,Their relationship descended into a lush valley where it took root and flourished.,-16.080707550048828,-15.83073902130127
269,/data/ajaunarena/our_dataset/images/787_3.jpg,The pendulum of force swings between action and reaction.,"Force shoots forward like an arrow into a void, never striking a target or meeting resistance.",-13.533891677856445,-12.965785026550293
270,/data/ajaunarena/our_dataset/images/1917_1.jpg,Ancient paths intersect with newly carved routes.,"Ancient paths and newly carved routes collide at impenetrable walls, each eroding the other into impassable dead ends.",-14.276309967041016,-14.091236114501953
271,/data/ajaunarena/our_dataset/images/1245_2.jpg,Rays of sunshine flowed between the clouds like liquid gold.,"Sunlight pooled helplessly above the clouds, unable to seep through the impermeable ceiling.",-11.92853832244873,-13.413473129272461
272,/data/ajaunarena/our_dataset/images/63_1.jpg,Our deadlines are colliding with each other.,Our deadlines are gliding along parallel tracks with plenty of clearance between them.,-13.640196800231934,-13.348320007324219
273,/data/ajaunarena/our_dataset/images/911_1.jpg,The solution finally made its way here.,"The solution remained stranded in distant, unreachable territory.",-14.115138053894043,-12.359596252441406
274,/data/ajaunarena/our_dataset/images/1883_1.jpg,His gaming habit is a potent drug that's taken over his life.,"His gaming is a mild tonic he takes occasionally, a harmless refreshment that helps him unwind.",-14.188339233398438,-16.422687530517578
275,/data/ajaunarena/our_dataset/images/979_2.jpg,His happiness rose like a mighty skyscraper.,His happiness plummeted like a tower collapsing floor by floor into rubble.,-15.012113571166992,-16.474016189575195
276,/data/ajaunarena/our_dataset/images/1462_2.jpg,Her mind stockpiles ideas like a squirrel hoarding nuts for winter.,"Her mind burns through ideas like kindling in a fire, consuming each one instantly without setting any aside.",-13.78442096710205,-17.202857971191406
277,/data/ajaunarena/our_dataset/images/78_3.jpg,Causes and effects are handcuffed together by time.,"Causes and effects are loose beads scattered across time, never threaded together.",-12.254640579223633,-13.626094818115234
278,/data/ajaunarena/our_dataset/images/762_2.jpg,The void in his heart bled continuously.,The abundance in his heart healed continuously.,-11.32577133178711,-13.32530689239502
279,/data/ajaunarena/our_dataset/images/1600_1.jpg,"The waves of time crashed against our memories, eroding the details.","The currents of time deposited layers upon our memories, crystallizing and clarifying every detail.",-9.745424270629883,-13.729864120483398
280,/data/ajaunarena/our_dataset/images/1556_1.jpg,The transparent containers revealed every obligation within.,The opaque containers kept every obligation sealed away in impenetrable darkness.,-14.267582893371582,-14.140912055969238
281,/data/ajaunarena/our_dataset/images/849_1.jpg,"Some people are like solar-powered batteries, drawing strength from nature.","Some people are like corroded batteries left in the rain, leaking energy and vitality with every exposure to the natural world.",-14.739531517028809,-10.652480125427246
282,/data/ajaunarena/our_dataset/images/601_1.jpg,He lost his footing in the midst of crisis.,He kept both feet firmly planted on solid ground throughout the crisis.,-11.743207931518555,-8.377795219421387
283,/data/ajaunarena/our_dataset/images/1317_1.jpg,His enthusiasm was a flame that ignited the whole team.,"His apathy was a cold, damp blanket that smothered any embers of motivation in the team.",-15.021010398864746,-16.702817916870117
284,/data/ajaunarena/our_dataset/images/1581_2.jpg,Our sight is a box with transparent walls.,Our sight is a boundless vessel that spills endlessly outward in every direction.,-15.054642677307129,-17.670608520507812
285,/data/ajaunarena/our_dataset/images/827_0.jpg,The checkered flag waves for all who persist.,The checkered flag drops at the starting gun; only pole position crosses the finish line.,-12.01505184173584,-14.535959243774414
286,/data/ajaunarena/our_dataset/images/1699_2.jpg,The theory's foundation has developed dangerous cracks.,"The theory's foundation stands as solid and seamless as reinforced steel, without a single flaw in its construction.",-11.085386276245117,-13.85304069519043
287,/data/ajaunarena/our_dataset/images/900_2.jpg,His anger was a boiling kettle ready to explode.,"His anger was a kettle removed from the flame, cooling steadily with no risk of boiling over.",-17.26995086669922,-16.52609634399414
288,/data/ajaunarena/our_dataset/images/628_1.jpg,The essay's structure was as straight as a laser beam.,"The essay's structure zigzagged like a crooked fence, with each post leaning in a different direction.",-15.111284255981445,-13.744722366333008
289,/data/ajaunarena/our_dataset/images/259_1.jpg,"Their attraction was a long-range missile, spanning continents.","Their attraction was a point-blank weapon, powerless beyond touching distance.",-15.80664348602295,-17.35626792907715
290,/data/ajaunarena/our_dataset/images/1130_1.jpg,Hope is a beacon in the darkness.,"Hope is a will-o'-the-wisp in the darkness, luring the lost deeper into the mire.",-14.13277816772461,-16.208232879638672
291,/data/ajaunarena/our_dataset/images/363_0.jpg,She flutters from partner to partner like a restless butterfly.,"She bonds with one partner for life, like a swan who carefully selects her mate and never strays from the nest.",-12.92084789276123,-13.647449493408203
292,/data/ajaunarena/our_dataset/images/1169_0.jpg,The winning theory took home the gold medal of peer acceptance.,Every theory was disqualified before reaching the podium of peer acceptance.,-11.658052444458008,-15.382234573364258
293,/data/ajaunarena/our_dataset/images/1508_0.jpg,Her self-applied shoulder squeeze conducted electricity through circuits of confidence.,"Her self-applied shoulder squeeze punctured her confidence, draining self-assurance through the breach in her composure.",-15.946842193603516,-16.294546127319336
294,/data/ajaunarena/our_dataset/images/1372_2.jpg,The cold grip of fear froze her thoughts in place.,"The warm glow of fear melted her mental barriers, releasing her thoughts to flow freely through uncharted territories.",-15.9280366897583,-17.693777084350586
295,/data/ajaunarena/our_dataset/images/1440_2.jpg,Her lust burned like a raging inferno.,"Her lust lay extinguished, cold as the ashes of a long-dead fire.",-14.649465560913086,-16.1691837310791
296,/data/ajaunarena/our_dataset/images/921_2.jpg,This problem is a Gordian knot of complications.,"This problem is a loose thread with both ends clearly visible, waiting to be pulled straight.",-11.145783424377441,-15.051234245300293
297,/data/ajaunarena/our_dataset/images/973_3.jpg,His elation climbed to the summit of bliss.,His elation plunged into the depths of despair.,-8.58984375,-8.69497013092041
298,/data/ajaunarena/our_dataset/images/1244_0.jpg,The dawn tide washed over the sleeping city.,"Dawn's tide retreated before the city's shores, leaving it submerged in shadow's stagnant depths.",-17.278926849365234,-15.595580101013184
