,entailment metaphor,contradiction metaphor,image,score entailment metaphor,score contradiction metaphor
154,Her emotions maintain a perfect seesaw equilibrium.,"Her emotions are a seesaw crashed to one extreme, stuck with all weight on a single side.",/data/ajaunarena/our_dataset/images/883_3.jpg,25.020912170410156,24.534439086914062
155,The visual field is a basket catching moving objects.,"The visual field is a glass case displaying only frozen statues, where anything in motion slips through unseen.",/data/ajaunarena/our_dataset/images/1586_1.jpg,27.802207946777344,27.06035041809082
156,The team's creativity flows like an endless river of resources.,"The team's creativity is a shallow well that runs dry after just a few drops, barely yielding even the most basic ideas.",/data/ajaunarena/our_dataset/images/1466_3.jpg,25.3265438079834,25.58527946472168
157,Her euphoria ascended like a morning sun.,Her euphoria sank beneath the horizon like a sun extinguished by dusk.,/data/ajaunarena/our_dataset/images/976_3.jpg,26.73431396484375,24.147775650024414
158,His addiction was a rusty anchor dragging him to the depths.,His addiction was a pair of luminous wings carrying him freely toward the heights.,/data/ajaunarena/our_dataset/images/431_3.jpg,29.324262619018555,20.30012321472168
159,She inherits qualities like family heirlooms.,"Her qualities are impulse purchases from a stranger's yard sale, acquired fresh with no family provenance.",/data/ajaunarena/our_dataset/images/1324_2.jpg,23.210203170776367,19.665822982788086
160,"The scholars entered the intellectual arena, ready for a fierce theoretical battle.","The scholars retreated from the field, forming a harmonious huddle of theoretical consensus.",/data/ajaunarena/our_dataset/images/1160_1.jpg,27.903118133544922,26.481019973754883
161,The mind's reception desk filters incoming experiences.,"The mind's reception hall stands unattended with doors flung wide, admitting every sensation without screening or sorting.",/data/ajaunarena/our_dataset/images/1041_2.jpg,27.888519287109375,24.710264205932617
162,His addiction to checking social media is a daily dose he can't skip.,"His social media use is like an occasional appetizer he samples when convenient, easily passed over without a second thought.",/data/ajaunarena/our_dataset/images/1881_0.jpg,24.403087615966797,22.982101440429688
163,The river of his potential carries his developing skills.,The stagnant pool within him traps his abilities at the bottom.,/data/ajaunarena/our_dataset/images/409_0.jpg,26.493667602539062,23.630779266357422
164,Every cleared path leads to a garden of possibilities.,"Every cleared path narrows into a walled cul-de-sac, trapping rather than freeing.",/data/ajaunarena/our_dataset/images/1915_1.jpg,32.35770034790039,26.322734832763672
165,His temper was a pressure cooker about to explode.,"His temper was a thermostat set to cool, maintaining a steady, room-temperature calm.",/data/ajaunarena/our_dataset/images/1314_2.jpg,31.112579345703125,26.128122329711914
166,She scaled the peaks of logical reasoning.,She remained mired in the lowlands of irrational reasoning.,/data/ajaunarena/our_dataset/images/1657_3.jpg,25.79714584350586,22.424375534057617
167,Each opportunity is a compass pointing to different destinations.,Every opportunity is a different key opening the same single door.,/data/ajaunarena/our_dataset/images/1595_2.jpg,29.21561050415039,26.04863739013672
168,This challenge is a combination safe testing our patience.,This problem is an unlatched box that springs open at the slightest touch.,/data/ajaunarena/our_dataset/images/224_3.jpg,24.772539138793945,23.667400360107422
169,"Ideas, like children, need guidance but not control.",Ideas are children requiring strict regimentation and forceful molding into predetermined shapes to have any worth.,/data/ajaunarena/our_dataset/images/1397_1.jpg,28.483564376831055,28.404420852661133
170,Time is a relentless shapeshifter.,"Time is a shapeshifter frozen in crystal, preserving every form unchanged.",/data/ajaunarena/our_dataset/images/480_2.jpg,29.56485366821289,29.28978729248047
171,"The chase of time knows no rest, no mercy.","Time pursues us like a patient stalker, pausing mid-chase to catch its breath and adjusting its stride to match our weary pace.",/data/ajaunarena/our_dataset/images/777_1.jpg,27.834779739379883,29.603057861328125
172,The theory evolved to adapt to new evidence.,"The theory fossilized, remaining frozen in its original form despite new evidence.",/data/ajaunarena/our_dataset/images/754_0.jpg,26.30370330810547,22.566621780395508
173,Her wit was a bandage for their wounded spirits.,Her wit was salt poured into their open wounds.,/data/ajaunarena/our_dataset/images/681_3.jpg,26.889001846313477,24.49551773071289
174,Each creation illuminates like a beacon in darkness.,"Each creation veils itself in shadow, dissolving into an invisible backdrop.",/data/ajaunarena/our_dataset/images/1101_1.jpg,27.7094669342041,22.369962692260742
175,Joy is an upward force that lifts the spirit skyward.,Joy is a downward force that drags the spirit earthward.,/data/ajaunarena/our_dataset/images/1291_1.jpg,29.041934967041016,27.076732635498047
176,Life's challenges are like sorting through mixed storage bins.,Life's difficulties are like tangled boxes that untangle themselves when you just shake them wildly and dump everything in a heap.,/data/ajaunarena/our_dataset/images/1125_0.jpg,29.87116813659668,26.86684799194336
177,Market pressures are creating a turbulent atmosphere.,Market pressures are creating a climate of clear skies and gentle breezes.,/data/ajaunarena/our_dataset/images/375_1.jpg,30.13511848449707,25.775999069213867
178,Properties are magnetic forces attracting investment.,"Properties are magnetic forces repelling investment, pushing capital away with each approach.",/data/ajaunarena/our_dataset/images/1183_2.jpg,29.684185028076172,30.899578094482422
179,Environmental pollution is a cancer growing in society's organs.,Environmental pollution is a vital nutrient nourishing society's organs and strengthening its immune system.,/data/ajaunarena/our_dataset/images/1707_3.jpg,33.09321212768555,31.988832473754883
180,Antibiotics are the heavy artillery in our battle against infection.,Antibiotics are like water pistols in our skirmish against infection.,/data/ajaunarena/our_dataset/images/21_1.jpg,30.100101470947266,32.0140266418457
181,They breathed the same emotional air.,"They stood in separate emotional rooms, each breathing their own isolated air.",/data/ajaunarena/our_dataset/images/959_0.jpg,25.049304962158203,25.70316505432129
182,Their compliance grip was beginning to slip.,Their compliance grip was tightening into a stranglehold.,/data/ajaunarena/our_dataset/images/1499_2.jpg,24.693477630615234,26.466453552246094
183,Our love is a delicate porcelain that must be handled with care.,"Our love is cast iron that can be dropped, neglected, and left to rust without ever breaking.",/data/ajaunarena/our_dataset/images/1933_0.jpg,26.484214782714844,24.88629150390625
184,The knowledge sits firmly in his palm.,The knowledge slips through his fingers before he can grasp it.,/data/ajaunarena/our_dataset/images/1013_0.jpg,26.734516143798828,25.935989379882812
185,Each minute is a drop in the bucket of existence.,Each minute evaporates into the bottomless expanse of existence.,/data/ajaunarena/our_dataset/images/666_3.jpg,34.456329345703125,29.17046546936035
186,Properties are resonant frequencies of market dynamics.,"Properties are dampened masses, absorbing and nullifying market oscillations without response.",/data/ajaunarena/our_dataset/images/1189_2.jpg,28.940004348754883,25.817930221557617
187,The solution lies in the heart of the tangle.,"The solution dangles from a loose thread on the tangle's surface, requiring no unraveling.",/data/ajaunarena/our_dataset/images/927_2.jpg,29.22700309753418,24.340845108032227
188,This mutual fund is a leaky piggy bank draining your savings.,This mutual fund is a hermetically sealed vault that multiplies every coin you deposit.,/data/ajaunarena/our_dataset/images/800_1.jpg,33.5596809387207,31.476736068725586
189,Life weaves patterns in existence's tapestry.,"Life traces over existence's fossilized pattern, unable to alter a single thread in its petrified design.",/data/ajaunarena/our_dataset/images/817_1.jpg,27.439409255981445,23.728612899780273
190,The ghost of inspiration materializes through creation.,"Inspiration stays veiled behind endless curtains of creation, never stepping into the light.",/data/ajaunarena/our_dataset/images/1109_1.jpg,31.857759475708008,29.248937606811523
191,The morning sun illuminates new pathways each day.,"The same trails remain carved in stone, never altered by any dawn.",/data/ajaunarena/our_dataset/images/1914_1.jpg,23.756454467773438,23.394554138183594
192,His bliss lifted him above the clouds.,His despair plunged him into the depths below the bedrock.,/data/ajaunarena/our_dataset/images/977_2.jpg,30.80247688293457,21.846052169799805
193,The tonic of laughter dissolved their tension.,The acid of severity crystallized their tension into rigid discomfort.,/data/ajaunarena/our_dataset/images/1418_2.jpg,29.732952117919922,19.800506591796875
194,The tidal forces of longing ebb and flow between want and fulfillment.,"The forces of longing remain locked in unchanging equilibrium, frozen perpetually between want and fulfillment.",/data/ajaunarena/our_dataset/images/1523_1.jpg,31.336191177368164,27.759510040283203
195,Life is a worn book whose pages tell infinite stories.,"Life is a sealed empty box, containing nothing of substance or worth remembering.",/data/ajaunarena/our_dataset/images/442_3.jpg,27.482097625732422,24.825716018676758
196,The stepping stones across the river guided their evolution.,"Their transformation was a single vault across the chasm, touching no ground between.",/data/ajaunarena/our_dataset/images/1715_0.jpg,26.375415802001953,22.337623596191406
197,The city's streets teem with living energy.,"The city's streets lie lifeless and still, drained of any pulse or breath.",/data/ajaunarena/our_dataset/images/1786_0.jpg,25.532840728759766,24.2547664642334
198,His joy soared like a bird taking flight.,"His joy remained grounded, like a bird with clipped wings that could never lift off.",/data/ajaunarena/our_dataset/images/741_1.jpg,24.963642120361328,25.616296768188477
199,He's walking through a minefield of emotions.,He's strolling through a cushioned playground of emotions.,/data/ajaunarena/our_dataset/images/171_3.jpg,27.99585723876953,25.187719345092773
200,The project's ideas are sustainable forests of innovation.,"The project's ideas are a strip-mined quarry, depleted after one extraction with no possibility of renewal.",/data/ajaunarena/our_dataset/images/1469_3.jpg,28.005870819091797,19.37784767150879
201,The starving artist devoured every opportunity.,The satiated artist let every opportunity rot untouched on the table.,/data/ajaunarena/our_dataset/images/1752_3.jpg,26.559513092041016,24.993518829345703
202,Properties are crystalline structures of value.,"Properties are amorphous vapors, shapeless and without any discernible framework of value.",/data/ajaunarena/our_dataset/images/1185_1.jpg,30.288692474365234,27.294544219970703
203,Life's belongings are chains that bind us to our commitments.,"Responsibilities are disposable trinkets, tossed aside like unwanted receipts with no trace left behind.",/data/ajaunarena/our_dataset/images/1222_0.jpg,30.540428161621094,26.865571975708008
204,These difficulties bounce around like pinballs in a machine.,"These difficulties roll like marbles down a straight groove, arriving exactly where expected.",/data/ajaunarena/our_dataset/images/499_3.jpg,27.23811912536621,25.81685447692871
205,Education is the backbone of society.,Education is the appendix of society—a vestigial organ that can be removed without affecting its structure or function.,/data/ajaunarena/our_dataset/images/1703_0.jpg,25.83991241455078,26.474708557128906
206,Her happiness took flight like a released balloon.,Her happiness plummeted like a stone dropped from a great height.,/data/ajaunarena/our_dataset/images/972_2.jpg,28.736812591552734,25.390031814575195
207,These possessions are thorny vines that entangle me.,These obligations are a neatly organized drawer that keeps everything in its place.,/data/ajaunarena/our_dataset/images/835_0.jpg,26.97165298461914,21.960927963256836
208,The schedule is rolling downhill like a snowball.,"The schedule is drifting upward like a balloon slowly deflating, shedding weight with each passing moment.",/data/ajaunarena/our_dataset/images/64_1.jpg,26.52347755432129,23.815027236938477
209,Contentment is a stabilizing force maintaining emotional equilibrium.,Contentment is a destabilizing force that throws emotional equilibrium into turbulent chaos.,/data/ajaunarena/our_dataset/images/1299_3.jpg,28.094541549682617,26.84941291809082
210,He carried his drunkenness like a heavy backpack.,"He carried his drunkenness like an empty, weightless satchel that required no effort at all.",/data/ajaunarena/our_dataset/images/41_1.jpg,27.590349197387695,28.115581512451172
211,Their hearts beat within arm's reach.,"Their hearts beat on opposite horizons, forever out of reach.",/data/ajaunarena/our_dataset/images/956_1.jpg,28.541135787963867,26.916248321533203
212,Her happiness was a sunny beach at midday.,Her happiness was a frozen cave at midnight.,/data/ajaunarena/our_dataset/images/860_2.jpg,24.8558406829834,21.190196990966797
213,His positive energy creates a charging station for others.,"His negativity acts as a parasitic drain, sapping the charge from everyone around him.",/data/ajaunarena/our_dataset/images/847_3.jpg,29.764842987060547,24.260347366333008
214,Each new possession adds another weight to my shoulders.,Each new obligation is a cushion that softens the hard edges of responsibility.,/data/ajaunarena/our_dataset/images/831_0.jpg,21.472200393676758,23.973276138305664
215,The heat of their attraction melted all resistance.,"The chill of their inhibitions froze out any heat of attraction, leaving their barriers crystallized and intact.",/data/ajaunarena/our_dataset/images/1447_1.jpg,27.249176025390625,29.494464874267578
216,He's a territorial tomcat marking his domain.,"He's a devoted swan, gliding faithfully alongside his lifelong mate.",/data/ajaunarena/our_dataset/images/364_2.jpg,21.838682174682617,14.697601318359375
217,"She is my most treasured possession, kept safe in the vault of my heart.","She is yard-sale clutter marked down to nothing, left out on the curb for anyone to take.",/data/ajaunarena/our_dataset/images/1930_3.jpg,28.872438430786133,19.147174835205078
218,He stockpiled powerful phrases for the confrontation.,"He walked into the confrontation unarmed, with no verbal ammunition loaded.",/data/ajaunarena/our_dataset/images/99_3.jpg,23.14295768737793,23.99464225769043
219,She danced her way to a breakthrough.,"She anchored herself in place, circling endlessly around the same dead-end.",/data/ajaunarena/our_dataset/images/1869_3.jpg,24.70151710510254,25.815237045288086
220,Each moment is an arrow flying straight for our hearts.,"Each moment is a soap bubble drifting past in random currents, untethered to any destination.",/data/ajaunarena/our_dataset/images/1482_3.jpg,26.676923751831055,20.43524169921875
221,Their leadership navigated the team through challenges.,Their leadership drifted aimlessly in the passenger seat while the team steered itself through challenges.,/data/ajaunarena/our_dataset/images/1897_2.jpg,23.113849639892578,22.98184585571289
222,He's trapped in a cage of abuse.,He's free to roam in a sanctuary of care.,/data/ajaunarena/our_dataset/images/177_3.jpg,25.214040756225586,22.527334213256836
223,She was famished for affection.,"She was stuffed to bursting with affection, unable to take another morsel.",/data/ajaunarena/our_dataset/images/1754_1.jpg,24.428308486938477,25.988506317138672
224,They tossed around ideas during the brainstorming session.,"They locked their ideas away in individual vaults, refusing to hand them over.",/data/ajaunarena/our_dataset/images/1062_2.jpg,25.028833389282227,22.825654983520508
225,The heart of society pumps life into its communities.,"Society is a collection of severed limbs, each lying cold and motionless with no pulse to bind them.",/data/ajaunarena/our_dataset/images/1701_2.jpg,25.780332565307617,22.579099655151367
226,Night crystallized around us like black ice.,"Night hung around us like smoke, dissolving and reshaping with every breath.",/data/ajaunarena/our_dataset/images/111_2.jpg,26.702505111694336,23.606300354003906
227,Light seeped through the forest canopy like morning dew.,"The forest canopy formed a watertight seal, holding back every drop of light from the forest floor.",/data/ajaunarena/our_dataset/images/1247_2.jpg,28.15315055847168,25.971656799316406
228,This flesh cabinet stores the treasures of my being.,This flesh incinerator consumes the riches of my being.,/data/ajaunarena/our_dataset/images/1749_2.jpg,27.204788208007812,22.08925437927246
229,The final picture might not match what was on the box of expectations.,"Every piece clicks perfectly into place, creating an exact replica of the picture on the box.",/data/ajaunarena/our_dataset/images/1339_3.jpg,25.630844116210938,33.7279052734375
230,The flames of jealousy scorched their relationship.,"The cool embers of jealousy left their relationship untouched, never reaching a temperature hot enough to singe even a single thread of their bond.",/data/ajaunarena/our_dataset/images/1312_0.jpg,27.150970458984375,28.215333938598633
231,The wellspring of knowledge flows through his mind.,An empty vessel sits where intellect should dwell within his mind.,/data/ajaunarena/our_dataset/images/403_0.jpg,28.15864372253418,26.993820190429688
232,His cryptocurrency wallet is a glass jar showing every crack.,"His cryptocurrency wallet is a seamless titanium vault, impenetrable and revealing no weakness.",/data/ajaunarena/our_dataset/images/804_0.jpg,28.561023712158203,27.296607971191406
233,Their hearts beat closer with each passing day.,Their hearts drifted further apart with each passing day.,/data/ajaunarena/our_dataset/images/950_3.jpg,27.06008529663086,25.929885864257812
234,The race for success is a feeding frenzy of hungry sharks.,The pursuit of success is a communal harvest where patient gardeners tend neighboring plots and share their abundant yields.,/data/ajaunarena/our_dataset/images/540_2.jpg,33.2357063293457,17.50248908996582
235,"Her anger was a gravitational pull, drawing everyone into its orbit.","Her anger was a dissipated force, scattering weakly into the air without moving anyone in its path.",/data/ajaunarena/our_dataset/images/1290_0.jpg,27.202648162841797,24.804901123046875
236,Love is a scenic route worth taking.,Love is a pointless detour through desolate terrain.,/data/ajaunarena/our_dataset/images/1056_1.jpg,30.805795669555664,28.68185043334961
237,Her duties pushed against her like a strong headwind.,Her duties propelled her forward like a strong tailwind.,/data/ajaunarena/our_dataset/images/1571_0.jpg,26.07210922241211,25.245872497558594
238,Knowledge radiates from her like sunbeams.,"She keeps her knowledge shuttered behind closed blinds, never letting a ray of insight escape to illuminate others.",/data/ajaunarena/our_dataset/images/1172_1.jpg,27.100313186645508,26.044971466064453
239,His appetite for romance is that of a starved hyena.,"His appetite for romance is that of a hibernating bear, completely dormant and undisturbed by any mating call.",/data/ajaunarena/our_dataset/images/362_1.jpg,30.43446159362793,25.036598205566406
240,Her emotional stability is a tightrope walker maintaining perfect balance.,Her emotional stability is a broken seesaw violently lurching from one extreme to the other.,/data/ajaunarena/our_dataset/images/880_1.jpg,27.057546615600586,25.4293212890625
241,These possessions are heavy clouds darkening my sky.,These possessions are brilliant stars adorning my sky.,/data/ajaunarena/our_dataset/images/838_0.jpg,26.453113555908203,23.47465705871582
242,His intoxication was a crushing load on his mind.,"His intoxication lifted the burden from his thoughts, sharpening them like freed weights rising from a once-pressed mind.",/data/ajaunarena/our_dataset/images/43_0.jpg,27.302581787109375,26.35982894897461
243,Their love story was written in asylum walls.,"Their love story was a neatly completed psychiatric intake form, every box checked in predictable sequence.",/data/ajaunarena/our_dataset/images/1567_3.jpg,29.423343658447266,27.45090103149414
244,The tunnel through darkness illuminated their metamorphosis.,"They circled endlessly in the cul-de-sac of comfort, arriving exactly where they started with no transformation.",/data/ajaunarena/our_dataset/images/1716_2.jpg,31.434844970703125,26.755355834960938
245,Her theory was a perfectly seasoned argument.,Her theory was an oversalted dish with burnt edges and clashing ingredients.,/data/ajaunarena/our_dataset/images/1094_1.jpg,22.81529426574707,25.894960403442383
246,Their love found shelter in life's storms.,Their love left them stranded on open roads through life's storms.,/data/ajaunarena/our_dataset/images/1055_2.jpg,30.554616928100586,25.006282806396484
247,"Memories are stored in mental hard drives, filed away in precise locations.","Memories flow through volatile circuits as unstable data streams, constantly fragmenting and dispersing without fixed addresses.",/data/ajaunarena/our_dataset/images/331_3.jpg,27.845483779907227,27.7962589263916
248,He deployed his vocabulary with sniper-like precision.,He sprayed his vocabulary wildly like bullets fired blindfolded into a crowd.,/data/ajaunarena/our_dataset/images/96_3.jpg,26.30571937561035,24.816936492919922
249,My inner council of advisors debates each choice.,My inner dictator pronounces each choice without consultation.,/data/ajaunarena/our_dataset/images/1195_0.jpg,26.985328674316406,23.51309585571289
250,The fog of this problem obscures our path forward.,"This problem is a sunlit highway stretching across an open plain, its destination visible on the horizon.",/data/ajaunarena/our_dataset/images/1833_3.jpg,27.99839973449707,20.987445831298828
251,Love's warmth melted her frozen heart.,"Love's flames bounced off her frozen heart, leaving it untouched and ice-cold.",/data/ajaunarena/our_dataset/images/1313_0.jpg,24.71748924255371,28.122743606567383
252,Night's marble columns rose from the earth.,"Night dissolved like scattered ash, holding no form.",/data/ajaunarena/our_dataset/images/115_2.jpg,25.27076530456543,21.995943069458008
253,Cultural traditions are society's DNA.,"Cultural traditions are cosmetic accessories adorning society's surface, easily shed without altering its essence.",/data/ajaunarena/our_dataset/images/1704_3.jpg,26.831012725830078,22.17170524597168
254,We're picking the lock of uncertainty.,"We're blindly throwing random keys at the lock, hoping one accidentally fits.",/data/ajaunarena/our_dataset/images/225_2.jpg,27.61126708984375,23.369394302368164
255,Vaccines are our strategic defense shield against disease.,"Vaccines disarm our biological defenses, leaving us exposed when disease invades.",/data/ajaunarena/our_dataset/images/23_1.jpg,26.542631149291992,27.78182029724121
256,The darkness was a granite fortress surrounding us.,"The darkness was a gauze curtain, its loose weave letting light and movement pass freely through.",/data/ajaunarena/our_dataset/images/114_2.jpg,25.634723663330078,23.136228561401367
257,Here is the root of reality's tree.,"Here floats as a severed leaf, drifting far from existence's rooted trunk.",/data/ajaunarena/our_dataset/images/693_2.jpg,29.639848709106445,25.792831420898438
258,Her rage was a blinding flash of lightning.,"Her anger was a gentle nightlight, casting just enough glow to see every thought with perfect clarity.",/data/ajaunarena/our_dataset/images/1250_2.jpg,29.982942581176758,28.111806869506836
259,"Like people, machines have their own unique personalities.","Like mass-produced clones, machines are identical copies without individual variation or distinguishing traits.",/data/ajaunarena/our_dataset/images/530_2.jpg,30.21186637878418,28.325420379638672
260,Time is a relentless wave rolling toward the shore of our present.,"Time is a distant horizon that remains forever fixed at the same remove, never drawing nearer despite our gaze.",/data/ajaunarena/our_dataset/images/1483_3.jpg,33.081214904785156,27.977920532226562
261,His romantic drive is like a rabbit in spring.,"His romantic drive is like a panda in winter—selective, infrequent, and perfectly content with long stretches of solitude.",/data/ajaunarena/our_dataset/images/366_0.jpg,26.153886795043945,22.254150390625
262,The rival theories played a high-stakes game of intellectual chess.,The rival theories played a casual game of rock-paper-scissors with no real stakes at all.,/data/ajaunarena/our_dataset/images/1165_2.jpg,30.698246002197266,21.788076400756836
263,"Like mirrors, opportunities reflect what you present to them.","Like vending machines, opportunities dispense the same product regardless of how you approach them.",/data/ajaunarena/our_dataset/images/1593_3.jpg,22.6804256439209,23.278841018676758
264,She hungrily consumed new experiences.,"She pushed away the plate of new experiences, refusing to taste even a morsel.",/data/ajaunarena/our_dataset/images/581_2.jpg,20.636859893798828,19.9525203704834
265,Existence is a compass pointing toward countless destinations.,"Existence is a broken compass with no needle, offering no direction in an endless void.",/data/ajaunarena/our_dataset/images/446_1.jpg,28.636669158935547,28.126392364501953
266,His values were refined like precious metals.,"His values were crude ore, contaminated with base metals.",/data/ajaunarena/our_dataset/images/1674_3.jpg,29.91714859008789,28.949600219726562
267,The morning hours are a basket already filled with routine tasks.,"The morning hours are an empty vessel with boundless room, holding no predetermined contents.",/data/ajaunarena/our_dataset/images/667_1.jpg,28.002843856811523,23.92716407775879
268,Their relationship descended into the abyss.,Their relationship descended into a lush valley where it took root and flourished.,/data/ajaunarena/our_dataset/images/1424_1.jpg,24.020490646362305,21.791614532470703
269,The pendulum of force swings between action and reaction.,"Force shoots forward like an arrow into a void, never striking a target or meeting resistance.",/data/ajaunarena/our_dataset/images/787_3.jpg,30.34958839416504,24.425052642822266
270,Ancient paths intersect with newly carved routes.,"Ancient paths and newly carved routes collide at impenetrable walls, each eroding the other into impassable dead ends.",/data/ajaunarena/our_dataset/images/1917_1.jpg,24.967666625976562,22.525127410888672
271,Rays of sunshine flowed between the clouds like liquid gold.,"Sunlight pooled helplessly above the clouds, unable to seep through the impermeable ceiling.",/data/ajaunarena/our_dataset/images/1245_2.jpg,27.06865692138672,27.237409591674805
272,Our deadlines are colliding with each other.,Our deadlines are gliding along parallel tracks with plenty of clearance between them.,/data/ajaunarena/our_dataset/images/63_1.jpg,21.86533546447754,22.240182876586914
273,The solution finally made its way here.,"The solution remained stranded in distant, unreachable territory.",/data/ajaunarena/our_dataset/images/911_1.jpg,21.05858612060547,24.33367347717285
274,His gaming habit is a potent drug that's taken over his life.,"His gaming is a mild tonic he takes occasionally, a harmless refreshment that helps him unwind.",/data/ajaunarena/our_dataset/images/1883_1.jpg,28.395336151123047,26.72975730895996
275,His happiness rose like a mighty skyscraper.,His happiness plummeted like a tower collapsing floor by floor into rubble.,/data/ajaunarena/our_dataset/images/979_2.jpg,31.70560646057129,27.556060791015625
276,Her mind stockpiles ideas like a squirrel hoarding nuts for winter.,"Her mind burns through ideas like kindling in a fire, consuming each one instantly without setting any aside.",/data/ajaunarena/our_dataset/images/1462_2.jpg,30.812702178955078,25.946182250976562
277,Causes and effects are handcuffed together by time.,"Causes and effects are loose beads scattered across time, never threaded together.",/data/ajaunarena/our_dataset/images/78_3.jpg,33.632381439208984,24.87873649597168
278,The void in his heart bled continuously.,The abundance in his heart healed continuously.,/data/ajaunarena/our_dataset/images/762_2.jpg,29.678518295288086,24.668472290039062
279,"The waves of time crashed against our memories, eroding the details.","The currents of time deposited layers upon our memories, crystallizing and clarifying every detail.",/data/ajaunarena/our_dataset/images/1600_1.jpg,27.626710891723633,25.78949546813965
280,The transparent containers revealed every obligation within.,The opaque containers kept every obligation sealed away in impenetrable darkness.,/data/ajaunarena/our_dataset/images/1556_1.jpg,28.937477111816406,25.30677032470703
281,"Some people are like solar-powered batteries, drawing strength from nature.","Some people are like corroded batteries left in the rain, leaking energy and vitality with every exposure to the natural world.",/data/ajaunarena/our_dataset/images/849_1.jpg,32.47114181518555,27.694114685058594
282,He lost his footing in the midst of crisis.,He kept both feet firmly planted on solid ground throughout the crisis.,/data/ajaunarena/our_dataset/images/601_1.jpg,24.71223258972168,23.732830047607422
283,His enthusiasm was a flame that ignited the whole team.,"His apathy was a cold, damp blanket that smothered any embers of motivation in the team.",/data/ajaunarena/our_dataset/images/1317_1.jpg,25.348657608032227,23.302289962768555
284,Our sight is a box with transparent walls.,Our sight is a boundless vessel that spills endlessly outward in every direction.,/data/ajaunarena/our_dataset/images/1581_2.jpg,31.508441925048828,27.48048973083496
285,The checkered flag waves for all who persist.,The checkered flag drops at the starting gun; only pole position crosses the finish line.,/data/ajaunarena/our_dataset/images/827_0.jpg,25.733856201171875,25.148916244506836
286,The theory's foundation has developed dangerous cracks.,"The theory's foundation stands as solid and seamless as reinforced steel, without a single flaw in its construction.",/data/ajaunarena/our_dataset/images/1699_2.jpg,25.412660598754883,25.098142623901367
287,His anger was a boiling kettle ready to explode.,"His anger was a kettle removed from the flame, cooling steadily with no risk of boiling over.",/data/ajaunarena/our_dataset/images/900_2.jpg,25.198863983154297,23.83051872253418
288,The essay's structure was as straight as a laser beam.,"The essay's structure zigzagged like a crooked fence, with each post leaning in a different direction.",/data/ajaunarena/our_dataset/images/628_1.jpg,24.374401092529297,19.30799102783203
289,"Their attraction was a long-range missile, spanning continents.","Their attraction was a point-blank weapon, powerless beyond touching distance.",/data/ajaunarena/our_dataset/images/259_1.jpg,27.21145248413086,25.882122039794922
290,Hope is a beacon in the darkness.,"Hope is a will-o'-the-wisp in the darkness, luring the lost deeper into the mire.",/data/ajaunarena/our_dataset/images/1130_1.jpg,28.351343154907227,25.455114364624023
291,She flutters from partner to partner like a restless butterfly.,"She bonds with one partner for life, like a swan who carefully selects her mate and never strays from the nest.",/data/ajaunarena/our_dataset/images/363_0.jpg,26.08977508544922,19.731477737426758
292,The winning theory took home the gold medal of peer acceptance.,Every theory was disqualified before reaching the podium of peer acceptance.,/data/ajaunarena/our_dataset/images/1169_0.jpg,26.959354400634766,26.423120498657227
293,Her self-applied shoulder squeeze conducted electricity through circuits of confidence.,"Her self-applied shoulder squeeze punctured her confidence, draining self-assurance through the breach in her composure.",/data/ajaunarena/our_dataset/images/1508_0.jpg,29.610139846801758,23.92396354675293
294,The cold grip of fear froze her thoughts in place.,"The warm glow of fear melted her mental barriers, releasing her thoughts to flow freely through uncharted territories.",/data/ajaunarena/our_dataset/images/1372_2.jpg,29.054462432861328,25.639760971069336
295,Her lust burned like a raging inferno.,"Her lust lay extinguished, cold as the ashes of a long-dead fire.",/data/ajaunarena/our_dataset/images/1440_2.jpg,26.88542366027832,27.50343132019043
296,This problem is a Gordian knot of complications.,"This problem is a loose thread with both ends clearly visible, waiting to be pulled straight.",/data/ajaunarena/our_dataset/images/921_2.jpg,30.435272216796875,26.301401138305664
297,His elation climbed to the summit of bliss.,His elation plunged into the depths of despair.,/data/ajaunarena/our_dataset/images/973_3.jpg,28.31174659729004,25.038209915161133
298,The dawn tide washed over the sleeping city.,"Dawn's tide retreated before the city's shores, leaving it submerged in shadow's stagnant depths.",/data/ajaunarena/our_dataset/images/1244_0.jpg,27.672481536865234,25.808021545410156
299,The committee members in my mind debate each decision.,A solitary monarch in my mind issues each decision without counsel.,/data/ajaunarena/our_dataset/images/1190_3.jpg,26.754261016845703,23.72902488708496
300,She's hooked on the high of constant productivity.,"She sips at productivity in measured doses, knowing when to push away from the table.",/data/ajaunarena/our_dataset/images/1888_0.jpg,25.385587692260742,23.807281494140625
301,"Her personality is pure steel, unyielding and strong.","Her personality is warm wax, soft and taking the shape of whatever molds it.",/data/ajaunarena/our_dataset/images/1770_3.jpg,24.965608596801758,25.779342651367188
302,Causal roots nourish the tree of logical reasoning.,"Logical reasoning blooms suspended in midair, its causal roots severed and left to wither below.",/data/ajaunarena/our_dataset/images/594_3.jpg,29.488128662109375,25.02991485595703
303,The meeting spiraled into chaos.,The meeting sailed smoothly along its planned trajectory into perfect alignment.,/data/ajaunarena/our_dataset/images/1639_0.jpg,25.874095916748047,23.62592887878418
304,These possessions are chains that bind me.,These obligations are wings that lift me into boundless skies.,/data/ajaunarena/our_dataset/images/830_2.jpg,23.013154983520508,19.142986297607422
