,image,entailment metaphor,contradiction metaphor,score_entailment,score_contradiction
151,/data/ajaunarena/our_dataset/images/1294_0.jpg,Depression is an inertial force resisting all movement forward.,"Depression is a propulsive force, launching one forward with accelerating kinetic energy.",-15.781970977783203,-17.894447326660156
152,/data/ajaunarena/our_dataset/images/1514_2.jpg,States are neighborhoods in liberty's city.,States are lawless badlands in liberty's graveyard.,-18.769453048706055,-18.12119483947754
153,/data/ajaunarena/our_dataset/images/48_1.jpg,His speech stumbled under the weight of whiskey.,"The whiskey lifted the burden from his tongue, leaving each word crystalline and precise.",-15.477797508239746,-14.459694862365723
154,/data/ajaunarena/our_dataset/images/883_3.jpg,Her emotions maintain a perfect seesaw equilibrium.,"Her emotions are a seesaw crashed to one extreme, stuck with all weight on a single side.",-12.983322143554688,-10.53135871887207
155,/data/ajaunarena/our_dataset/images/1586_1.jpg,The visual field is a basket catching moving objects.,"The visual field is a glass case displaying only frozen statues, where anything in motion slips through unseen.",-15.583672523498535,-12.733922958374023
156,/data/ajaunarena/our_dataset/images/1466_3.jpg,The team's creativity flows like an endless river of resources.,"The team's creativity is a shallow well that runs dry after just a few drops, barely yielding even the most basic ideas.",-22.53655242919922,-17.323261260986328
157,/data/ajaunarena/our_dataset/images/976_3.jpg,Her euphoria ascended like a morning sun.,Her euphoria sank beneath the horizon like a sun extinguished by dusk.,-16.109619140625,-12.976536750793457
158,/data/ajaunarena/our_dataset/images/431_3.jpg,His addiction was a rusty anchor dragging him to the depths.,His addiction was a pair of luminous wings carrying him freely toward the heights.,-17.970293045043945,-17.365060806274414
159,/data/ajaunarena/our_dataset/images/1324_2.jpg,She inherits qualities like family heirlooms.,"Her qualities are impulse purchases from a stranger's yard sale, acquired fresh with no family provenance.",-16.1247615814209,-14.559855461120605
160,/data/ajaunarena/our_dataset/images/1160_1.jpg,"The scholars entered the intellectual arena, ready for a fierce theoretical battle.","The scholars retreated from the field, forming a harmonious huddle of theoretical consensus.",-18.249481201171875,-20.997655868530273
161,/data/ajaunarena/our_dataset/images/1041_2.jpg,The mind's reception desk filters incoming experiences.,"The mind's reception hall stands unattended with doors flung wide, admitting every sensation without screening or sorting.",-21.303138732910156,-17.22827911376953
162,/data/ajaunarena/our_dataset/images/1881_0.jpg,His addiction to checking social media is a daily dose he can't skip.,"His social media use is like an occasional appetizer he samples when convenient, easily passed over without a second thought.",-22.364322662353516,-25.08422088623047
163,/data/ajaunarena/our_dataset/images/409_0.jpg,The river of his potential carries his developing skills.,The stagnant pool within him traps his abilities at the bottom.,-18.64885711669922,-17.08843231201172
164,/data/ajaunarena/our_dataset/images/1915_1.jpg,Every cleared path leads to a garden of possibilities.,"Every cleared path narrows into a walled cul-de-sac, trapping rather than freeing.",-13.213970184326172,-16.715667724609375
165,/data/ajaunarena/our_dataset/images/1314_2.jpg,His temper was a pressure cooker about to explode.,"His temper was a thermostat set to cool, maintaining a steady, room-temperature calm.",-18.015687942504883,-16.897153854370117
166,/data/ajaunarena/our_dataset/images/1657_3.jpg,She scaled the peaks of logical reasoning.,She remained mired in the lowlands of irrational reasoning.,-14.674514770507812,-15.148677825927734
167,/data/ajaunarena/our_dataset/images/1595_2.jpg,Each opportunity is a compass pointing to different destinations.,Every opportunity is a different key opening the same single door.,-13.797430038452148,-16.33719253540039
168,/data/ajaunarena/our_dataset/images/224_3.jpg,This challenge is a combination safe testing our patience.,This problem is an unlatched box that springs open at the slightest touch.,-14.458599090576172,-20.027191162109375
169,/data/ajaunarena/our_dataset/images/1397_1.jpg,"Ideas, like children, need guidance but not control.",Ideas are children requiring strict regimentation and forceful molding into predetermined shapes to have any worth.,-14.984167098999023,-18.151405334472656
170,/data/ajaunarena/our_dataset/images/480_2.jpg,Time is a relentless shapeshifter.,"Time is a shapeshifter frozen in crystal, preserving every form unchanged.",-14.677437782287598,-13.176826477050781
171,/data/ajaunarena/our_dataset/images/777_1.jpg,"The chase of time knows no rest, no mercy.","Time pursues us like a patient stalker, pausing mid-chase to catch its breath and adjusting its stride to match our weary pace.",-18.569711685180664,-15.85045337677002
172,/data/ajaunarena/our_dataset/images/754_0.jpg,The theory evolved to adapt to new evidence.,"The theory fossilized, remaining frozen in its original form despite new evidence.",-20.692073822021484,-23.645980834960938
173,/data/ajaunarena/our_dataset/images/681_3.jpg,Her wit was a bandage for their wounded spirits.,Her wit was salt poured into their open wounds.,-20.18654441833496,-20.777408599853516
174,/data/ajaunarena/our_dataset/images/1101_1.jpg,Each creation illuminates like a beacon in darkness.,"Each creation veils itself in shadow, dissolving into an invisible backdrop.",-16.436643600463867,-15.855375289916992
175,/data/ajaunarena/our_dataset/images/1291_1.jpg,Joy is an upward force that lifts the spirit skyward.,Joy is a downward force that drags the spirit earthward.,-16.3857479095459,-16.81370735168457
176,/data/ajaunarena/our_dataset/images/1125_0.jpg,Life's challenges are like sorting through mixed storage bins.,Life's difficulties are like tangled boxes that untangle themselves when you just shake them wildly and dump everything in a heap.,-12.454290390014648,-11.297438621520996
177,/data/ajaunarena/our_dataset/images/375_1.jpg,Market pressures are creating a turbulent atmosphere.,Market pressures are creating a climate of clear skies and gentle breezes.,-21.684783935546875,-20.254810333251953
178,/data/ajaunarena/our_dataset/images/1183_2.jpg,Properties are magnetic forces attracting investment.,"Properties are magnetic forces repelling investment, pushing capital away with each approach.",-16.592721939086914,-17.384990692138672
179,/data/ajaunarena/our_dataset/images/1707_3.jpg,Environmental pollution is a cancer growing in society's organs.,Environmental pollution is a vital nutrient nourishing society's organs and strengthening its immune system.,-17.61806869506836,-18.58396339416504
180,/data/ajaunarena/our_dataset/images/21_1.jpg,Antibiotics are the heavy artillery in our battle against infection.,Antibiotics are like water pistols in our skirmish against infection.,-20.59174346923828,-22.207658767700195
181,/data/ajaunarena/our_dataset/images/959_0.jpg,They breathed the same emotional air.,"They stood in separate emotional rooms, each breathing their own isolated air.",-10.958442687988281,-17.79741859436035
182,/data/ajaunarena/our_dataset/images/1499_2.jpg,Their compliance grip was beginning to slip.,Their compliance grip was tightening into a stranglehold.,-13.745156288146973,-12.672871589660645
183,/data/ajaunarena/our_dataset/images/1933_0.jpg,Our love is a delicate porcelain that must be handled with care.,"Our love is cast iron that can be dropped, neglected, and left to rust without ever breaking.",-16.322900772094727,-16.914287567138672
184,/data/ajaunarena/our_dataset/images/1013_0.jpg,The knowledge sits firmly in his palm.,The knowledge slips through his fingers before he can grasp it.,-15.242281913757324,-14.618975639343262
185,/data/ajaunarena/our_dataset/images/666_3.jpg,Each minute is a drop in the bucket of existence.,Each minute evaporates into the bottomless expanse of existence.,-22.68496322631836,-17.143062591552734
186,/data/ajaunarena/our_dataset/images/1189_2.jpg,Properties are resonant frequencies of market dynamics.,"Properties are dampened masses, absorbing and nullifying market oscillations without response.",-18.589435577392578,-16.078054428100586
187,/data/ajaunarena/our_dataset/images/927_2.jpg,The solution lies in the heart of the tangle.,"The solution dangles from a loose thread on the tangle's surface, requiring no unraveling.",-17.6011962890625,-14.538010597229004
188,/data/ajaunarena/our_dataset/images/800_1.jpg,This mutual fund is a leaky piggy bank draining your savings.,This mutual fund is a hermetically sealed vault that multiplies every coin you deposit.,-20.793060302734375,-20.602558135986328
189,/data/ajaunarena/our_dataset/images/817_1.jpg,Life weaves patterns in existence's tapestry.,"Life traces over existence's fossilized pattern, unable to alter a single thread in its petrified design.",-21.224910736083984,-12.351361274719238
190,/data/ajaunarena/our_dataset/images/1109_1.jpg,The ghost of inspiration materializes through creation.,"Inspiration stays veiled behind endless curtains of creation, never stepping into the light.",-16.54335594177246,-15.655794143676758
191,/data/ajaunarena/our_dataset/images/1914_1.jpg,The morning sun illuminates new pathways each day.,"The same trails remain carved in stone, never altered by any dawn.",-20.919021606445312,-16.73826026916504
192,/data/ajaunarena/our_dataset/images/977_2.jpg,His bliss lifted him above the clouds.,His despair plunged him into the depths below the bedrock.,-17.700542449951172,-16.56432342529297
193,/data/ajaunarena/our_dataset/images/1418_2.jpg,The tonic of laughter dissolved their tension.,The acid of severity crystallized their tension into rigid discomfort.,-15.053608894348145,-19.68477439880371
194,/data/ajaunarena/our_dataset/images/1523_1.jpg,The tidal forces of longing ebb and flow between want and fulfillment.,"The forces of longing remain locked in unchanging equilibrium, frozen perpetually between want and fulfillment.",-12.760087966918945,-13.655135154724121
195,/data/ajaunarena/our_dataset/images/442_3.jpg,Life is a worn book whose pages tell infinite stories.,"Life is a sealed empty box, containing nothing of substance or worth remembering.",-17.578495025634766,-14.690011978149414
196,/data/ajaunarena/our_dataset/images/1715_0.jpg,The stepping stones across the river guided their evolution.,"Their transformation was a single vault across the chasm, touching no ground between.",-18.824325561523438,-17.013790130615234
197,/data/ajaunarena/our_dataset/images/1786_0.jpg,The city's streets teem with living energy.,"The city's streets lie lifeless and still, drained of any pulse or breath.",-21.400127410888672,-21.677448272705078
198,/data/ajaunarena/our_dataset/images/741_1.jpg,His joy soared like a bird taking flight.,"His joy remained grounded, like a bird with clipped wings that could never lift off.",-16.679426193237305,-18.280136108398438
199,/data/ajaunarena/our_dataset/images/171_3.jpg,He's walking through a minefield of emotions.,He's strolling through a cushioned playground of emotions.,-22.431148529052734,-22.230499267578125
200,/data/ajaunarena/our_dataset/images/1469_3.jpg,The project's ideas are sustainable forests of innovation.,"The project's ideas are a strip-mined quarry, depleted after one extraction with no possibility of renewal.",-20.189159393310547,-17.574813842773438
201,/data/ajaunarena/our_dataset/images/1752_3.jpg,The starving artist devoured every opportunity.,The satiated artist let every opportunity rot untouched on the table.,-17.521509170532227,-21.779666900634766
202,/data/ajaunarena/our_dataset/images/1185_1.jpg,Properties are crystalline structures of value.,"Properties are amorphous vapors, shapeless and without any discernible framework of value.",-13.295336723327637,-12.04348373413086
203,/data/ajaunarena/our_dataset/images/1222_0.jpg,Life's belongings are chains that bind us to our commitments.,"Responsibilities are disposable trinkets, tossed aside like unwanted receipts with no trace left behind.",-16.612245559692383,-14.810563087463379
204,/data/ajaunarena/our_dataset/images/499_3.jpg,These difficulties bounce around like pinballs in a machine.,"These difficulties roll like marbles down a straight groove, arriving exactly where expected.",-18.68627166748047,-17.965675354003906
205,/data/ajaunarena/our_dataset/images/1703_0.jpg,Education is the backbone of society.,Education is the appendix of society—a vestigial organ that can be removed without affecting its structure or function.,-20.411598205566406,-15.534103393554688
206,/data/ajaunarena/our_dataset/images/972_2.jpg,Her happiness took flight like a released balloon.,Her happiness plummeted like a stone dropped from a great height.,-16.417362213134766,-16.49919319152832
207,/data/ajaunarena/our_dataset/images/835_0.jpg,These possessions are thorny vines that entangle me.,These obligations are a neatly organized drawer that keeps everything in its place.,-16.609333038330078,-23.665802001953125
208,/data/ajaunarena/our_dataset/images/64_1.jpg,The schedule is rolling downhill like a snowball.,"The schedule is drifting upward like a balloon slowly deflating, shedding weight with each passing moment.",-16.286407470703125,-15.17209243774414
209,/data/ajaunarena/our_dataset/images/1299_3.jpg,Contentment is a stabilizing force maintaining emotional equilibrium.,Contentment is a destabilizing force that throws emotional equilibrium into turbulent chaos.,-14.785774230957031,-15.61551284790039
210,/data/ajaunarena/our_dataset/images/41_1.jpg,He carried his drunkenness like a heavy backpack.,"He carried his drunkenness like an empty, weightless satchel that required no effort at all.",-13.955232620239258,-16.812149047851562
211,/data/ajaunarena/our_dataset/images/956_1.jpg,Their hearts beat within arm's reach.,"Their hearts beat on opposite horizons, forever out of reach.",-13.060310363769531,-16.074382781982422
212,/data/ajaunarena/our_dataset/images/860_2.jpg,Her happiness was a sunny beach at midday.,Her happiness was a frozen cave at midnight.,-15.826075553894043,-15.436121940612793
213,/data/ajaunarena/our_dataset/images/847_3.jpg,His positive energy creates a charging station for others.,"His negativity acts as a parasitic drain, sapping the charge from everyone around him.",-19.123743057250977,-13.898102760314941
214,/data/ajaunarena/our_dataset/images/831_0.jpg,Each new possession adds another weight to my shoulders.,Each new obligation is a cushion that softens the hard edges of responsibility.,-15.87933349609375,-15.139506340026855
215,/data/ajaunarena/our_dataset/images/1447_1.jpg,The heat of their attraction melted all resistance.,"The chill of their inhibitions froze out any heat of attraction, leaving their barriers crystallized and intact.",-14.013195991516113,-18.20171356201172
216,/data/ajaunarena/our_dataset/images/364_2.jpg,He's a territorial tomcat marking his domain.,"He's a devoted swan, gliding faithfully alongside his lifelong mate.",-24.505950927734375,-26.631046295166016
217,/data/ajaunarena/our_dataset/images/1930_3.jpg,"She is my most treasured possession, kept safe in the vault of my heart.","She is yard-sale clutter marked down to nothing, left out on the curb for anyone to take.",-12.015023231506348,-15.030801773071289
218,/data/ajaunarena/our_dataset/images/99_3.jpg,He stockpiled powerful phrases for the confrontation.,"He walked into the confrontation unarmed, with no verbal ammunition loaded.",-15.486577987670898,-19.737062454223633
219,/data/ajaunarena/our_dataset/images/1869_3.jpg,She danced her way to a breakthrough.,"She anchored herself in place, circling endlessly around the same dead-end.",-12.478822708129883,-17.90421485900879
220,/data/ajaunarena/our_dataset/images/1482_3.jpg,Each moment is an arrow flying straight for our hearts.,"Each moment is a soap bubble drifting past in random currents, untethered to any destination.",-16.934246063232422,-16.100914001464844
221,/data/ajaunarena/our_dataset/images/1897_2.jpg,Their leadership navigated the team through challenges.,Their leadership drifted aimlessly in the passenger seat while the team steered itself through challenges.,-23.151256561279297,-22.01416778564453
222,/data/ajaunarena/our_dataset/images/177_3.jpg,He's trapped in a cage of abuse.,He's free to roam in a sanctuary of care.,-22.42449951171875,-20.9383544921875
223,/data/ajaunarena/our_dataset/images/1754_1.jpg,She was famished for affection.,"She was stuffed to bursting with affection, unable to take another morsel.",-15.638663291931152,-17.415334701538086
224,/data/ajaunarena/our_dataset/images/1062_2.jpg,They tossed around ideas during the brainstorming session.,"They locked their ideas away in individual vaults, refusing to hand them over.",-17.415857315063477,-17.679044723510742
225,/data/ajaunarena/our_dataset/images/1701_2.jpg,The heart of society pumps life into its communities.,"Society is a collection of severed limbs, each lying cold and motionless with no pulse to bind them.",-19.373289108276367,-16.13225555419922
226,/data/ajaunarena/our_dataset/images/111_2.jpg,Night crystallized around us like black ice.,"Night hung around us like smoke, dissolving and reshaping with every breath.",-17.29155921936035,-22.72410011291504
227,/data/ajaunarena/our_dataset/images/1247_2.jpg,Light seeped through the forest canopy like morning dew.,"The forest canopy formed a watertight seal, holding back every drop of light from the forest floor.",-17.83746910095215,-21.076030731201172
228,/data/ajaunarena/our_dataset/images/1749_2.jpg,This flesh cabinet stores the treasures of my being.,This flesh incinerator consumes the riches of my being.,-15.882357597351074,-13.074277877807617
229,/data/ajaunarena/our_dataset/images/1339_3.jpg,The final picture might not match what was on the box of expectations.,"Every piece clicks perfectly into place, creating an exact replica of the picture on the box.",-20.56343650817871,-16.17001724243164
230,/data/ajaunarena/our_dataset/images/1312_0.jpg,The flames of jealousy scorched their relationship.,"The cool embers of jealousy left their relationship untouched, never reaching a temperature hot enough to singe even a single thread of their bond.",-17.336902618408203,-19.051673889160156
231,/data/ajaunarena/our_dataset/images/403_0.jpg,The wellspring of knowledge flows through his mind.,An empty vessel sits where intellect should dwell within his mind.,-21.89136505126953,-19.27904510498047
232,/data/ajaunarena/our_dataset/images/804_0.jpg,His cryptocurrency wallet is a glass jar showing every crack.,"His cryptocurrency wallet is a seamless titanium vault, impenetrable and revealing no weakness.",-23.907306671142578,-21.581920623779297
233,/data/ajaunarena/our_dataset/images/950_3.jpg,Their hearts beat closer with each passing day.,Their hearts drifted further apart with each passing day.,-16.821197509765625,-18.450334548950195
234,/data/ajaunarena/our_dataset/images/540_2.jpg,The race for success is a feeding frenzy of hungry sharks.,The pursuit of success is a communal harvest where patient gardeners tend neighboring plots and share their abundant yields.,-16.948854446411133,-20.043855667114258
235,/data/ajaunarena/our_dataset/images/1290_0.jpg,"Her anger was a gravitational pull, drawing everyone into its orbit.","Her anger was a dissipated force, scattering weakly into the air without moving anyone in its path.",-15.985584259033203,-16.418689727783203
236,/data/ajaunarena/our_dataset/images/1056_1.jpg,Love is a scenic route worth taking.,Love is a pointless detour through desolate terrain.,-15.741863250732422,-12.180375099182129
237,/data/ajaunarena/our_dataset/images/1571_0.jpg,Her duties pushed against her like a strong headwind.,Her duties propelled her forward like a strong tailwind.,-19.16635513305664,-17.71416664123535
238,/data/ajaunarena/our_dataset/images/1172_1.jpg,Knowledge radiates from her like sunbeams.,"She keeps her knowledge shuttered behind closed blinds, never letting a ray of insight escape to illuminate others.",-16.19719696044922,-17.25727653503418
239,/data/ajaunarena/our_dataset/images/362_1.jpg,His appetite for romance is that of a starved hyena.,"His appetite for romance is that of a hibernating bear, completely dormant and undisturbed by any mating call.",-22.569774627685547,-22.560680389404297
240,/data/ajaunarena/our_dataset/images/880_1.jpg,Her emotional stability is a tightrope walker maintaining perfect balance.,Her emotional stability is a broken seesaw violently lurching from one extreme to the other.,-14.167797088623047,-13.614823341369629
241,/data/ajaunarena/our_dataset/images/838_0.jpg,These possessions are heavy clouds darkening my sky.,These possessions are brilliant stars adorning my sky.,-11.92895221710205,-6.621954917907715
242,/data/ajaunarena/our_dataset/images/43_0.jpg,His intoxication was a crushing load on his mind.,"His intoxication lifted the burden from his thoughts, sharpening them like freed weights rising from a once-pressed mind.",-20.871782302856445,-17.93583869934082
243,/data/ajaunarena/our_dataset/images/1567_3.jpg,Their love story was written in asylum walls.,"Their love story was a neatly completed psychiatric intake form, every box checked in predictable sequence.",-17.537317276000977,-16.665721893310547
244,/data/ajaunarena/our_dataset/images/1716_2.jpg,The tunnel through darkness illuminated their metamorphosis.,"They circled endlessly in the cul-de-sac of comfort, arriving exactly where they started with no transformation.",-16.806968688964844,-14.00263786315918
245,/data/ajaunarena/our_dataset/images/1094_1.jpg,Her theory was a perfectly seasoned argument.,Her theory was an oversalted dish with burnt edges and clashing ingredients.,-14.855012893676758,-14.938720703125
246,/data/ajaunarena/our_dataset/images/1055_2.jpg,Their love found shelter in life's storms.,Their love left them stranded on open roads through life's storms.,-17.881879806518555,-13.25763988494873
247,/data/ajaunarena/our_dataset/images/331_3.jpg,"Memories are stored in mental hard drives, filed away in precise locations.","Memories flow through volatile circuits as unstable data streams, constantly fragmenting and dispersing without fixed addresses.",-19.9414119720459,-17.25548553466797
248,/data/ajaunarena/our_dataset/images/96_3.jpg,He deployed his vocabulary with sniper-like precision.,He sprayed his vocabulary wildly like bullets fired blindfolded into a crowd.,-18.886619567871094,-18.334354400634766
249,/data/ajaunarena/our_dataset/images/1195_0.jpg,My inner council of advisors debates each choice.,My inner dictator pronounces each choice without consultation.,-18.255687713623047,-18.072227478027344
250,/data/ajaunarena/our_dataset/images/1833_3.jpg,The fog of this problem obscures our path forward.,"This problem is a sunlit highway stretching across an open plain, its destination visible on the horizon.",-18.07222557067871,-20.598234176635742
251,/data/ajaunarena/our_dataset/images/1313_0.jpg,Love's warmth melted her frozen heart.,"Love's flames bounced off her frozen heart, leaving it untouched and ice-cold.",-15.725488662719727,-14.778715133666992
252,/data/ajaunarena/our_dataset/images/115_2.jpg,Night's marble columns rose from the earth.,"Night dissolved like scattered ash, holding no form.",-15.916242599487305,-19.287504196166992
253,/data/ajaunarena/our_dataset/images/1704_3.jpg,Cultural traditions are society's DNA.,"Cultural traditions are cosmetic accessories adorning society's surface, easily shed without altering its essence.",-13.983596801757812,-16.26195526123047
254,/data/ajaunarena/our_dataset/images/225_2.jpg,We're picking the lock of uncertainty.,"We're blindly throwing random keys at the lock, hoping one accidentally fits.",-19.999666213989258,-19.875551223754883
255,/data/ajaunarena/our_dataset/images/23_1.jpg,Vaccines are our strategic defense shield against disease.,"Vaccines disarm our biological defenses, leaving us exposed when disease invades.",-16.28849220275879,-21.618080139160156
256,/data/ajaunarena/our_dataset/images/114_2.jpg,The darkness was a granite fortress surrounding us.,"The darkness was a gauze curtain, its loose weave letting light and movement pass freely through.",-16.54016876220703,-14.186437606811523
257,/data/ajaunarena/our_dataset/images/693_2.jpg,Here is the root of reality's tree.,"Here floats as a severed leaf, drifting far from existence's rooted trunk.",-19.76857566833496,-20.500375747680664
258,/data/ajaunarena/our_dataset/images/1250_2.jpg,Her rage was a blinding flash of lightning.,"Her anger was a gentle nightlight, casting just enough glow to see every thought with perfect clarity.",-16.775775909423828,-16.104310989379883
259,/data/ajaunarena/our_dataset/images/530_2.jpg,"Like people, machines have their own unique personalities.","Like mass-produced clones, machines are identical copies without individual variation or distinguishing traits.",-18.074752807617188,-18.901796340942383
260,/data/ajaunarena/our_dataset/images/1483_3.jpg,Time is a relentless wave rolling toward the shore of our present.,"Time is a distant horizon that remains forever fixed at the same remove, never drawing nearer despite our gaze.",-13.953424453735352,-15.119406700134277
261,/data/ajaunarena/our_dataset/images/366_0.jpg,His romantic drive is like a rabbit in spring.,"His romantic drive is like a panda in winter—selective, infrequent, and perfectly content with long stretches of solitude.",-17.356523513793945,-17.079971313476562
262,/data/ajaunarena/our_dataset/images/1165_2.jpg,The rival theories played a high-stakes game of intellectual chess.,The rival theories played a casual game of rock-paper-scissors with no real stakes at all.,-17.87649917602539,-20.412900924682617
263,/data/ajaunarena/our_dataset/images/1593_3.jpg,"Like mirrors, opportunities reflect what you present to them.","Like vending machines, opportunities dispense the same product regardless of how you approach them.",-15.010233879089355,-18.175079345703125
264,/data/ajaunarena/our_dataset/images/581_2.jpg,She hungrily consumed new experiences.,"She pushed away the plate of new experiences, refusing to taste even a morsel.",-12.829267501831055,-15.803483009338379
265,/data/ajaunarena/our_dataset/images/446_1.jpg,Existence is a compass pointing toward countless destinations.,"Existence is a broken compass with no needle, offering no direction in an endless void.",-13.895905494689941,-13.150226593017578
266,/data/ajaunarena/our_dataset/images/1674_3.jpg,His values were refined like precious metals.,"His values were crude ore, contaminated with base metals.",-9.356729507446289,-8.307992935180664
267,/data/ajaunarena/our_dataset/images/667_1.jpg,The morning hours are a basket already filled with routine tasks.,"The morning hours are an empty vessel with boundless room, holding no predetermined contents.",-19.97649574279785,-16.123046875
268,/data/ajaunarena/our_dataset/images/1424_1.jpg,Their relationship descended into the abyss.,Their relationship descended into a lush valley where it took root and flourished.,-19.652099609375,-17.233884811401367
269,/data/ajaunarena/our_dataset/images/787_3.jpg,The pendulum of force swings between action and reaction.,"Force shoots forward like an arrow into a void, never striking a target or meeting resistance.",-20.179702758789062,-21.882827758789062
270,/data/ajaunarena/our_dataset/images/1917_1.jpg,Ancient paths intersect with newly carved routes.,"Ancient paths and newly carved routes collide at impenetrable walls, each eroding the other into impassable dead ends.",-15.31498908996582,-17.876134872436523
271,/data/ajaunarena/our_dataset/images/1245_2.jpg,Rays of sunshine flowed between the clouds like liquid gold.,"Sunlight pooled helplessly above the clouds, unable to seep through the impermeable ceiling.",-21.441387176513672,-15.321815490722656
272,/data/ajaunarena/our_dataset/images/63_1.jpg,Our deadlines are colliding with each other.,Our deadlines are gliding along parallel tracks with plenty of clearance between them.,-18.39333724975586,-17.62487030029297
273,/data/ajaunarena/our_dataset/images/911_1.jpg,The solution finally made its way here.,"The solution remained stranded in distant, unreachable territory.",-20.338573455810547,-16.287866592407227
274,/data/ajaunarena/our_dataset/images/1883_1.jpg,His gaming habit is a potent drug that's taken over his life.,"His gaming is a mild tonic he takes occasionally, a harmless refreshment that helps him unwind.",-19.27608871459961,-15.635628700256348
275,/data/ajaunarena/our_dataset/images/979_2.jpg,His happiness rose like a mighty skyscraper.,His happiness plummeted like a tower collapsing floor by floor into rubble.,-18.325164794921875,-18.335430145263672
276,/data/ajaunarena/our_dataset/images/1462_2.jpg,Her mind stockpiles ideas like a squirrel hoarding nuts for winter.,"Her mind burns through ideas like kindling in a fire, consuming each one instantly without setting any aside.",-17.094188690185547,-20.30762481689453
277,/data/ajaunarena/our_dataset/images/78_3.jpg,Causes and effects are handcuffed together by time.,"Causes and effects are loose beads scattered across time, never threaded together.",-15.327690124511719,-15.202471733093262
278,/data/ajaunarena/our_dataset/images/762_2.jpg,The void in his heart bled continuously.,The abundance in his heart healed continuously.,-18.156139373779297,-16.15350914001465
279,/data/ajaunarena/our_dataset/images/1600_1.jpg,"The waves of time crashed against our memories, eroding the details.","The currents of time deposited layers upon our memories, crystallizing and clarifying every detail.",-15.944113731384277,-18.190418243408203
280,/data/ajaunarena/our_dataset/images/1556_1.jpg,The transparent containers revealed every obligation within.,The opaque containers kept every obligation sealed away in impenetrable darkness.,-15.621700286865234,-13.280523300170898
281,/data/ajaunarena/our_dataset/images/849_1.jpg,"Some people are like solar-powered batteries, drawing strength from nature.","Some people are like corroded batteries left in the rain, leaking energy and vitality with every exposure to the natural world.",-17.549840927124023,-15.42308235168457
282,/data/ajaunarena/our_dataset/images/601_1.jpg,He lost his footing in the midst of crisis.,He kept both feet firmly planted on solid ground throughout the crisis.,-25.129505157470703,-18.555316925048828
283,/data/ajaunarena/our_dataset/images/1317_1.jpg,His enthusiasm was a flame that ignited the whole team.,"His apathy was a cold, damp blanket that smothered any embers of motivation in the team.",-14.33259391784668,-13.811893463134766
284,/data/ajaunarena/our_dataset/images/1581_2.jpg,Our sight is a box with transparent walls.,Our sight is a boundless vessel that spills endlessly outward in every direction.,-18.22437286376953,-18.782535552978516
285,/data/ajaunarena/our_dataset/images/827_0.jpg,The checkered flag waves for all who persist.,The checkered flag drops at the starting gun; only pole position crosses the finish line.,-13.938786506652832,-15.326648712158203
286,/data/ajaunarena/our_dataset/images/1699_2.jpg,The theory's foundation has developed dangerous cracks.,"The theory's foundation stands as solid and seamless as reinforced steel, without a single flaw in its construction.",-18.796432495117188,-12.57763957977295
287,/data/ajaunarena/our_dataset/images/900_2.jpg,His anger was a boiling kettle ready to explode.,"His anger was a kettle removed from the flame, cooling steadily with no risk of boiling over.",-19.032238006591797,-22.236360549926758
288,/data/ajaunarena/our_dataset/images/628_1.jpg,The essay's structure was as straight as a laser beam.,"The essay's structure zigzagged like a crooked fence, with each post leaning in a different direction.",-15.059402465820312,-14.065967559814453
289,/data/ajaunarena/our_dataset/images/259_1.jpg,"Their attraction was a long-range missile, spanning continents.","Their attraction was a point-blank weapon, powerless beyond touching distance.",-14.071793556213379,-15.88173770904541
290,/data/ajaunarena/our_dataset/images/1130_1.jpg,Hope is a beacon in the darkness.,"Hope is a will-o'-the-wisp in the darkness, luring the lost deeper into the mire.",-18.178312301635742,-16.303979873657227
291,/data/ajaunarena/our_dataset/images/363_0.jpg,She flutters from partner to partner like a restless butterfly.,"She bonds with one partner for life, like a swan who carefully selects her mate and never strays from the nest.",-13.854856491088867,-12.86777114868164
292,/data/ajaunarena/our_dataset/images/1169_0.jpg,The winning theory took home the gold medal of peer acceptance.,Every theory was disqualified before reaching the podium of peer acceptance.,-16.346065521240234,-21.89388656616211
293,/data/ajaunarena/our_dataset/images/1508_0.jpg,Her self-applied shoulder squeeze conducted electricity through circuits of confidence.,"Her self-applied shoulder squeeze punctured her confidence, draining self-assurance through the breach in her composure.",-17.75198745727539,-18.78407096862793
294,/data/ajaunarena/our_dataset/images/1372_2.jpg,The cold grip of fear froze her thoughts in place.,"The warm glow of fear melted her mental barriers, releasing her thoughts to flow freely through uncharted territories.",-21.277250289916992,-22.474613189697266
295,/data/ajaunarena/our_dataset/images/1440_2.jpg,Her lust burned like a raging inferno.,"Her lust lay extinguished, cold as the ashes of a long-dead fire.",-18.6191463470459,-21.254695892333984
296,/data/ajaunarena/our_dataset/images/921_2.jpg,This problem is a Gordian knot of complications.,"This problem is a loose thread with both ends clearly visible, waiting to be pulled straight.",-16.871641159057617,-16.039167404174805
297,/data/ajaunarena/our_dataset/images/973_3.jpg,His elation climbed to the summit of bliss.,His elation plunged into the depths of despair.,-14.67661190032959,-13.024467468261719
298,/data/ajaunarena/our_dataset/images/1244_0.jpg,The dawn tide washed over the sleeping city.,"Dawn's tide retreated before the city's shores, leaving it submerged in shadow's stagnant depths.",-23.904449462890625,-25.22354507446289
